CHR	START	END	POSCOLOR
1	1160932	1161632	3
1	1162305	1164548	3
1	1164955	1166283	3
1	1166994	1167606	3
1	1168059	1170978	3
1	1173260	1174937	1
1	1185806	1186727	2
1	1187695	1188634	2
1	1188999	1190144	3
1	1190681	1192119	3
1	1192672	1194866	3
1	1195510	1197903	3
1	1199116	1202857	3
1	1202960	1203493	3
1	1203637	1204099	3
1	1204385	1207321	3
1	1207728	1208313	3
1	1208801	1212124	3
1	1214521	1216024	3
1	1216510	1217689	3
1	1217870	1221234	3
1	1221530	1222331	2
1	1223379	1224259	1
1	1224928	1225597	3
1	1226287	1226939	2
1	1227134	1228250	3
1	1228546	1234783	3
1	1237185	1238325	3
1	1240075	1244829	3
1	1245558	1246937	3
1	1247303	1249170	3
1	1250154	1251845	3
1	1252508	1253016	3
1	1255554	1256760	3
1	1257015	1257786	3
1	1258606	1259878	3
1	1260679	1262092	3
1	1262616	1264068	3
1	1266388	1266931	3
1	1268330	1270442	3
1	1270788	1271173	3
1	1271628	1274181	3
1	1276018	1277443	3
1	1278392	1279451	3
1	1280090	1281727	3
1	1282635	1283213	3
1	1284031	1285202	3
1	1287139	1288613	3
1	1289410	1292319	3
1	1292513	1294943	2
1	1296943	1297852	3
1	1298567	1300482	3
1	1300968	1303217	3
1	1304528	1306022	3
1	1306490	1307405	3
1	1307960	1309293	3
1	1309469	1309854	3
1	1311092	1314799	3
1	1315284	1316954	2
1	1317872	1318902	3
1	1319976	1322670	3
1	1328651	1329756	2
1	1330614	1331240	3
1	1333783	1337049	3
1	1337542	1337871	3
1	1338320	1339580	3
1	1339904	1340743	3
1	1342451	1343215	3
1	1344812	1345124	3
1	1346030	1347311	3
1	1349256	1350457	3
1	1350646	1353278	3
1	1354135	1356622	3
1	1359702	1361708	3
1	1363092	1364491	2
1	1364931	1365700	2
1	1366147	1367157	3
1	1368083	1370598	3
1	1371580	1374461	3
1	1376039	1376882	3
1	1377186	1379617	1
1	1383777	1384939	2
1	1386062	1386516	3
1	1388705	1389400	2
1	1390481	1392537	3
1	1394908	1398006	3
1	1405668	1407801	3
1	1408562	1409636	3
1	1410734	1412013	3
1	1414665	1417125	3
1	1423501	1425702	3
1	1426332	1429837	3
1	1431249	1433191	3
1	1433867	1434349	3
1	1434479	1436873	2
1	1437501	1440155	3
1	1442500	1444208	1
1	1446770	1448185	1
1	1449701	1450350	3
1	1450483	1451784	3
1	1452044	1453658	3
1	1454059	1455131	3
1	1455740	1458425	3
1	1459115	1461372	3
1	1462604	1464044	3
1	1464922	1468514	3
1	1472801	1474229	2
1	1475486	1477206	3
1	1477587	1478313	3
1	1480272	1481653	3
1	1482067	1482708	3
1	1483253	1484612	3
1	1485296	1488654	2
1	1490289	1490767	2
1	1491695	1492392	2
1	1493165	1496382	3
1	1500300	1505499	3
1	1511460	1514650	3
1	1515021	1516009	3
1	1517438	1522348	3
1	1523452	1524651	3
1	1524934	1528177	3
1	1529653	1532943	3
1	1533153	1534715	3
1	1535109	1536660	3
1	1537486	1538450	3
1	1538866	1539440	3
1	1539749	1541630	2
1	1544737	1545859	2
1	1546791	1547577	3
1	1548018	1549201	3
1	1549444	1549705	3
1	1551409	1553321	3
1	1553605	1558253	3
1	1558604	1559258	3
1	1559873	1561181	3
1	1561367	1561909	3
1	1562405	1563283	3
1	1563356	1564439	3
1	1565528	1566426	2
1	1568505	1572345	3
1	1573103	1573613	3
1	1574179	1575757	3
1	1577509	1578723	3
1	1578969	1580185	3
1	1580778	1582167	3
1	1585737	1586946	3
1	1594948	1596516	3
1	1597115	1598114	3
1	1598657	1601481	3
1	1602537	1604105	3
1	1605028	1606801	3
1	1608128	1608329	2
1	1610040	1612356	2
1	1613251	1615555	2
1	1616209	1617319	3
1	1617837	1620100	3
1	1621032	1623339	3
1	1625186	1625912	3
1	1626340	1628374	3
1	1638223	1639255	3
1	1641014	1643285	3
1	1643826	1644093	3
1	1644237	1646005	3
1	1646268	1648281	3
1	1648449	1649932	3
1	1651942	1654885	3
1	1655497	1656325	3
1	1657188	1658301	3
1	1658384	1659697	3
1	1663146	1666203	3
1	1667812	1668589	3
1	1670238	1670869	2
1	1675602	1677274	1
1	1678410	1681321	3
1	1681546	1682088	3
1	1683907	1689632	3
1	1690375	1692505	3
1	1692978	1694367	3
1	1694607	1695868	2
1	1696090	1697105	3
1	1697989	1698483	3
1	1698796	1699034	3
1	1700764	1702945	3
1	1703527	1704982	2
1	1705552	1707781	3
1	1710113	1713213	3
1	1713507	1714110	3
1	1716229	1717423	3
1	1717987	1720882	3
1	1721613	1723485	2
1	1724908	1726917	3
1	1727906	1728875	3
1	1729783	1730954	3
1	1732324	1733994	2
1	1738193	1739957	3
1	1741397	1743922	3
1	1744205	1746998	3
1	1747460	1748990	3
1	1749893	1754752	3
1	1757546	1759662	3
1	1760211	1761390	3
1	1762928	1764719	3
1	1765521	1765992	3
1	1766140	1767427	3
1	1767721	1769137	3
1	1769639	1771787	3
1	1772680	1774227	3
1	1774354	1775851	3
1	1779424	1781821	3
1	1782666	1784284	3
1	1784685	1786054	3
1	1787956	1789312	3
1	1789973	1791152	3
1	1791709	1793697	3
1	1794116	1795628	3
1	1795882	1797282	3
1	1797874	1798799	3
1	1799123	1800745	3
1	1801211	1803074	3
1	1803333	1804530	3
1	1805081	1806526	3
1	1806714	1808142	3
1	1808400	1809875	3
1	1810285	1811942	3
1	1812379	1813634	3
1	1814480	1820660	3
1	1821568	1822410	3
1	1825450	1826088	3
1	1828534	1829110	3
1	1829961	1830455	3
1	1836730	1839393	3
1	1843289	1845165	3
1	1845838	1846672	3
1	1846766	1847720	3
1	1847875	1849730	3
1	1852201	1853770	3
1	1854451	1855160	3
1	1857194	1859563	3
1	1860380	1862198	3
1	1862430	1863940	3
1	1865488	1866432	3
1	1867943	1868817	3
1	1869096	1872108	3
1	1872576	1873708	3
1	1873949	1876670	3
1	1877090	1879329	3
1	1880187	1882851	3
1	1883288	1884451	3
1	1885385	1886083	3
1	1888200	1888885	3
1	1889683	1891371	3
1	1892069	1892948	3
1	1893373	1894169	2
1	1895186	1896484	3
1	1897326	1898466	3
1	1899037	1900234	3
1	1902973	1906377	2
1	1909099	1910376	3
1	1913245	1915590	2
1	1915972	1917225	3
1	1917874	1919575	3
1	1920609	1922660	3
1	1923129	1924848	3
1	1925870	1927614	3
1	1927880	1928687	3
1	1929344	1932169	3
1	1932737	1933600	3
1	1934365	1936611	3
1	1937396	1941006	3
1	1941300	1942395	3
1	1945966	1947751	3
1	1948200	1948860	3
1	1949588	1950822	3
1	1951492	1953715	3
1	1954097	1956037	3
1	1957313	1957901	3
1	1958130	1959156	3
1	1959632	1961426	3
1	1962168	1964487	1
1	1966087	1967290	2
1	1968535	1972225	3
1	1978326	1981122	3
1	1981803	1983163	3
1	1983652	1985121	3
1	1985803	1987042	3
1	1987358	1989167	2
1	1991867	1994196	3
1	1994891	1996393	3
1	1997179	1998734	2
1	1999218	1999837	3
1	2000113	2001218	3
1	2001588	2004691	2
1	2006754	2007942	1
1	2008723	2010353	3
1	2011034	2015732	3
1	2015921	2017013	3
1	2017742	2019049	3
1	2021164	2022302	2
1	2023021	2025036	3
1	2025912	2028212	3
1	2028951	2031802	3
1	2033191	2035083	3
1	2035875	2037255	2
1	2038813	2039527	2
1	2042460	2043696	2
1	2044241	2045869	1
1	2046895	2047303	2
1	2049292	2051771	3
1	2052261	2053029	3
1	2053703	2055976	1
1	2058747	2061033	3
1	2061710	2063368	3
1	2063674	2064164	3
1	2064832	2066403	2
1	2067443	2068885	2
1	2069323	2070419	3
1	2070819	2073712	3
1	2074060	2076018	3
1	2076528	2078266	3
1	2078794	2081528	3
1	2081765	2082446	3
1	2082961	2083588	3
1	2084333	2090929	3
1	2096686	2097886	3
1	2098714	2099342	3
1	2100059	2100597	3
1	2102586	2104618	3
1	2105056	2105371	3
1	2106091	2107383	3
1	2108254	2108774	3
1	2109869	2111250	2
1	2112068	2114525	3
1	2115100	2115579	3
1	2116632	2118959	3
1	2119488	2120887	3
1	2121256	2122230	3
1	2122942	2124142	3
1	2124636	2125539	3
1	2125770	2126931	3
1	2135470	2136287	3
1	2136807	2137768	3
1	2139165	2140417	3
1	2140847	2143074	3
1	2143512	2144601	3
1	2144958	2146299	3
1	2146875	2149116	3
1	2150881	2152150	2
1	2153314	2154495	3
1	2155342	2157535	3
1	2158721	2159775	3
1	2160795	2163240	3
1	2163933	2166075	3
1	2166892	2167815	3
1	2168456	2170982	3
1	2172327	2174474	3
1	2177259	2178708	3
1	2179331	2182754	3
1	2183101	2184133	3
1	2184652	2186149	2
1	2187261	2188392	2
1	2251826	2253047	2
1	2253659	2254403	3
1	2254839	2255824	3
1	2258123	2259640	2
1	2260123	2263966	2
1	2265885	2268304	3
1	2271227	2273018	1
1	2276286	2278607	3
1	2283636	2283938	2
1	2287190	2288108	3
1	2288758	2290628	3
1	2290908	2291932	2
1	2292466	2293812	3
1	2295735	2296532	3
1	2297393	2301136	3
1	2301752	2302090	3
1	2302800	2303529	3
1	2307666	2310003	3
1	2310939	2313324	3
1	2314390	2317345	3
1	2317838	2319218	3
1	2319522	2321547	3
1	2322563	2323469	3
1	2324413	2325071	3
1	2326912	2328313	3
1	2329348	2330498	3
1	2330839	2332281	3
1	2332651	2333442	3
1	2333750	2335762	3
1	2336542	2337696	3
1	2341462	2342222	3
1	2343140	2347029	3
1	2347701	2348531	3
1	2349171	2350956	3
1	2351466	2354870	3
1	2358323	2360751	3
1	2361637	2362525	3
1	2363152	2364326	3
1	2365199	2367116	3
1	2367391	2368975	3
1	2370385	2372517	3
1	2375892	2377560	3
1	2378750	2380721	3
1	2381378	2381828	3
1	2382647	2384415	3
1	2384472	2385997	3
1	2386458	2387754	2
1	2388076	2390461	3
1	2390851	2393497	3
1	2393544	2394397	3
1	2394738	2395480	3
1	2396314	2398299	3
1	2400646	2401080	3
1	2401275	2402029	3
1	2402849	2405519	3
1	2407447	2409140	3
1	2410915	2412577	3
1	2413397	2414540	3
1	2415688	2417026	3
1	2417620	2419811	3
1	2420355	2421519	3
1	2424178	2424646	3
1	2427137	2428117	2
1	2428347	2428680	3
1	2429054	2431544	3
1	2431964	2432570	3
1	2432850	2433870	3
1	2434765	2437260	3
1	2438002	2438734	3
1	2439299	2439727	3
1	2440235	2440991	3
1	2441555	2442177	3
1	2442752	2444258	3
1	2445075	2446699	3
1	2447401	2448655	3
1	2449875	2450671	3
1	2451571	2452495	2
1	2454395	2457476	1
1	2459053	2459659	3
1	2459924	2461094	2
1	2461735	2463907	3
1	2467161	2467601	3
1	2468784	2469300	3
1	2469901	2472091	2
1	2472439	2474365	3
1	2475205	2476246	3
1	2477834	2479329	3
1	2479940	2480770	3
1	2481081	2483205	3
1	2483838	2486687	3
1	2488891	2492015	3
1	2494687	2497970	3
1	2498840	2500130	3
1	2500584	2501839	3
1	2502722	2504228	3
1	2511816	2513233	3
1	2513679	2516181	3
1	2516755	2517412	3
1	2517524	2517749	3
1	2518231	2519069	3
1	2519278	2520477	3
1	2520899	2522013	3
1	2524183	2524736	3
1	2525340	2525949	2
1	2526459	2529049	2
1	2532707	2535255	2
1	2537270	2538678	3
1	2539778	2543051	3
1	2543870	2545477	1
1	2546039	2546677	3
1	2546942	2550394	3
1	2550814	2551882	3
1	2552873	2554479	3
1	2555045	2555639	3
1	2556424	2560466	3
1	2560945	2562130	3
1	2563235	2563605	3
1	2563816	2565701	3
1	2566588	2568418	3
1	2568864	2569699	3
1	2570551	2571624	3
1	2572200	2573622	3
1	2575797	2576753	3
1	2577204	2578149	3
1	2578665	2579921	3
1	2580396	2581617	3
1	2582021	2588081	3
1	2590531	2591247	3
1	2592831	2594366	3
1	2595160	2596264	3
1	2596749	2600569	3
1	2600787	2601246	2
1	2602908	2604883	1
1	2605106	2605760	3
1	2606020	2607138	3
1	2607312	2608266	3
1	2608547	2609840	3
1	2610283	2611841	3
1	2612339	2613231	3
1	2614070	2614802	3
1	2616382	2617345	3
1	2618438	2619539	3
1	2619897	2620780	3
1	2621487	2623044	3
1	2623422	2625501	3
1	2627793	2630013	3
1	2630739	2633035	3
1	2634230	2634845	2
1	2634976	2635234	3
1	2643008	2643447	3
1	2644403	2645129	3
1	2645806	2646886	3
1	2647462	2648688	3
1	2649747	2654368	3
1	2654794	2655070	3
1	2655779	2658117	3
1	2658878	2661427	3
1	2661746	2663671	3
1	2664589	2665505	3
1	2668219	2668686	3
1	2669691	2672226	3
1	2673292	2675209	3
1	2675701	2694887	3
1	2700430	2705652	3
1	2706266	2710324	3
1	2710815	2712071	3
1	2713006	2713741	3
1	2716988	2717879	3
1	2718397	2720557	3
1	2721948	2724586	3
1	2725746	2726239	3
1	2726444	2726921	3
1	2727614	2730074	3
1	2731211	2733492	3
1	2733842	2734975	3
1	2735184	2736000	3
1	2736182	2737242	2
1	2737652	2740976	3
1	2742782	2744697	3
1	2745164	2746154	2
1	2746927	2748313	3
1	2749080	2749971	3
1	2756326	2758472	3
1	2759108	2760370	3
1	2761006	2763481	3
1	2769468	2770079	3
1	2771095	2774004	3
1	2774960	2776408	3
1	2776930	2777809	3
1	2778218	2778755	2
1	2779211	2782566	3
1	2785178	2786845	3
1	2787688	2789250	3
1	2789766	2792516	3
1	2792857	2793876	3
1	2794277	2795636	3
1	2795963	2798466	3
1	2799574	2802175	3
1	2802956	2803408	3
1	2803821	2805862	3
1	2806351	2809853	3
1	2811492	2813209	3
1	2813801	2815319	3
1	2815516	2818338	3
1	2819492	2820553	3
1	2821016	2822413	3
1	2822607	2823231	3
1	2823829	2826325	3
1	2827390	2827984	3
1	2828498	2828843	3
1	2830411	2833871	3
1	2834099	2834912	3
1	2837378	2841848	3
1	2843617	2845393	3
1	2846175	2847582	3
1	2848157	2849995	3
1	2850785	2852487	3
1	2853323	2854904	1
1	2857649	2861924	3
1	2862857	2864029	3
1	2864682	2865442	3
1	2865855	2868956	3
1	2869730	2871488	3
1	2871870	2872997	3
1	2878093	2880690	3
1	2882057	2882881	3
1	2883172	2884365	3
1	2884903	2886107	3
1	2888522	2889429	2
1	2890913	2892841	1
1	2908118	2909592	2
1	2910403	2912667	3
1	2914189	2917533	3
1	2919291	2920910	3
1	2921437	2921959	3
1	2923403	2929992	3
1	2931032	2932125	3
1	2932857	2933806	3
1	2934534	2935641	3
1	2936450	2937659	3
1	2938032	2940080	3
1	2940365	2943650	3
1	2944345	2946736	3
1	2947141	2948177	3
1	2949542	2950240	3
1	2950881	2951091	3
1	2956192	2956696	3
1	2961519	2964894	3
1	2965686	2965943	3
1	2969712	2971092	3
1	2971531	2971889	3
1	2973376	2974981	3
1	2975483	2976628	3
1	2976935	2978578	3
1	2979721	2980602	3
1	2981859	2983914	3
1	2984760	2986110	3
1	2986875	2988201	3
1	2988469	2990133	3
1	2990331	2991930	3
1	2992420	2993476	3
1	2994107	2996318	3
1	2998550	2999793	3
1	3000634	3002287	1
1	3002665	3003541	3
1	3004294	3005651	1
1	3006408	3010805	3
1	3010936	3011209	3
1	3014042	3015672	2
1	3016920	3023163	3
1	3025169	3026278	3
1	3027396	3028280	3
1	3028987	3029803	3
1	3030923	3031722	3
1	3032899	3035004	3
1	3037339	3038578	3
1	3039776	3040793	3
1	3041928	3044252	3
1	3044825	3045880	3
1	3045974	3046283	3
1	3046566	3047665	3
1	3049137	3050655	3
1	3051086	3052163	3
1	3052916	3054014	3
1	3054198	3055922	3
1	3057002	3058079	3
1	3058146	3059398	3
1	3060057	3060507	3
1	3060610	3063384	3
1	3064273	3067086	3
1	3067302	3068171	3
1	3069323	3071407	3
1	3071790	3074220	3
1	3075637	3076017	2
1	3078449	3079724	3
1	3079983	3080817	3
1	3081969	3082650	3
1	3083792	3085890	3
1	3087287	3088066	3
1	3088570	3089362	2
1	3091914	3093132	3
1	3094169	3095373	3
1	3097065	3098268	3
1	3100736	3102045	2
1	3103443	3104700	3
1	3106774	3107100	3
1	3108458	3110577	3
1	3110598	3112515	3
1	3113475	3115234	3
1	3116576	3116744	3
1	3118675	3120615	3
1	3121726	3122364	3
1	3122812	3124633	3
1	3125431	3127626	2
1	3129446	3131486	3
1	3132678	3133971	3
1	3135130	3135917	3
1	3136873	3138529	3
1	3140539	3142471	3
1	3143317	3144328	3
1	3151483	3151701	2
1	3154686	3156714	2
1	3158782	3160752	3
1	3161676	3164545	3
1	3164664	3166420	3
1	3166692	3167829	3
1	3169241	3170720	3
1	3171869	3172961	3
1	3175748	3178315	3
1	3179236	3179681	3
1	3180395	3181954	3
1	3183212	3184366	2
1	3193449	3194492	3
1	3194966	3196122	3
1	3196765	3197307	3
1	3197607	3198301	3
1	3198695	3201101	3
1	3201544	3203013	3
1	3203204	3204107	3
1	3204697	3205081	3
1	3205497	3207927	2
1	3208244	3209008	3
1	3210005	3210840	3
1	3211211	3212836	3
1	3213197	3214211	3
1	3214724	3216296	3
1	3217291	3220142	3
1	3220647	3221729	3
1	3222182	3223278	1
1	3224344	3225676	3
1	3226508	3227341	3
1	3227501	3228974	3
1	3232161	3234286	3
1	3234743	3235631	3
1	3236330	3237879	3
1	3238304	3238635	3
1	3239068	3240559	3
1	3241377	3241976	3
1	3242438	3243893	3
1	3244603	3246317	3
1	3247369	3248148	2
1	3249028	3253623	3
1	3256259	3258904	3
1	3260851	3261920	3
1	3262693	3262864	3
1	3264947	3267459	3
1	3267981	3269324	3
1	3269686	3271806	3
1	3272931	3274354	1
1	3275092	3276703	3
1	3276888	3277325	2
1	3277585	3278144	2
1	3278444	3279132	3
1	3279943	3280921	3
1	3281318	3282629	3
1	3283689	3284639	3
1	3284788	3285223	3
1	3286256	3288239	3
1	3289545	3291325	3
1	3291782	3292384	3
1	3296199	3297246	2
1	3297895	3299997	3
1	3300675	3302146	3
1	3304921	3309439	3
1	3310066	3314399	3
1	3319190	3320365	3
1	3321343	3323446	3
1	3324134	3324344	3
1	3324670	3325919	3
1	3327429	3329663	3
1	3331406	3333761	3
1	3335456	3337295	3
1	3338972	3339984	3
1	3340651	3341674	3
1	3341795	3343235	3
1	3343908	3344834	3
1	3345403	3346857	3
1	3347478	3351052	3
1	3353255	3357600	3
1	3360758	3365168	3
1	3366257	3366467	3
1	3366774	3367722	3
1	3368162	3369380	3
1	3369726	3369998	3
1	3370238	3371537	3
1	3372015	3373821	2
1	3374596	3376552	3
1	3377729	3378427	3
1	3378590	3381751	3
1	3382592	3384184	3
1	3385248	3385659	3
1	3385917	3388867	3
1	3389247	3392189	3
1	3393417	3397195	3
1	3398836	3400608	3
1	3401084	3401558	3
1	3402039	3403703	3
1	3403939	3404946	3
1	3405311	3406151	3
1	3406712	3407671	3
1	3410451	3414213	3
1	3414974	3417277	3
1	3417596	3420644	3
1	3423013	3424404	1
1	3428180	3429804	1
1	3430903	3433733	3
1	3434452	3437092	3
1	3438237	3438771	3
1	3439085	3440659	3
1	3440968	3441906	3
1	3447808	3448654	3
1	3449448	3452237	3
1	3452611	3454002	2
1	3454374	3456442	3
1	3456960	3457941	3
1	3459892	3460751	3
1	3463583	3466888	3
1	3467596	3468487	3
1	3468936	3470127	3
1	3470579	3472871	3
1	3473322	3478939	3
1	3479659	3481530	3
1	3483302	3483939	3
1	3484390	3485512	3
1	3486412	3487653	3
1	3491235	3491848	3
1	3492226	3493445	3
1	3494790	3495735	3
1	3497237	3498243	2
1	3499517	3500849	3
1	3501535	3502024	3
1	3502381	3506891	3
1	3507944	3509916	1
1	3510663	3512248	3
1	3512784	3515469	3
1	3515590	3516841	3
1	3519837	3520031	3
1	3527668	3531103	3
1	3532260	3533307	3
1	3533931	3534786	3
1	3535489	3537123	3
1	3537399	3539155	3
1	3539761	3541075	3
1	3542451	3544188	3
1	3544564	3545894	2
1	3546427	3548024	3
1	3548514	3549954	3
1	3550801	3553109	3
1	3554567	3556040	3
1	3556797	3557928	3
1	3558892	3559426	3
1	3559968	3561756	3
1	3564894	3565110	3
1	3565991	3566537	3
1	3567281	3568530	3
1	3568810	3570076	3
1	3570625	3571514	3
