CHR	START	END	POSCOLOR	PHENOTYPE
2	88523	89125	2	N/A
2	89460	89556	3	N/A
2	89977	90223	3	viable
2	90225	90531	3	N/A
2	90740	92027	3	viable
2	92413	93391	3	viable
2	93641	95882	3	viable
2	96671	100115	3	viable
2	100373	101156	3	viable
2	101885	105218	3	viable
2	105318	107406	3	viable
2	107931	109992	3	viable
2	110127	110539	3	N/A
2	110593	111241	3	viable
2	111436	112705	3	viable
2	112803	113427	3	viable
2	113761	115165	3	viable
2	115575	116829	3	viable
2	117588	119163	3	viable
2	119381	121874	3	viable
2	122755	124759	3	viable
2	126827	127241	3	viable
2	127897	132040	3	viable
2	132423	133746	3	viable
2	134145	135516	3	viable
2	135997	136363	3	viable
2	136687	137458	2	viable
2	138343	140260	3	viable
2	141246	141969	3	inviable
2	142114	142868	3	inviable
2	143392	143569	3	viable
2	143991	145728	3	viable
2	146186	146882	3	viable
2	147208	150283	3	viable
2	150449	151220	3	viable
2	151495	153610	3	inviable
2	153850	158389	3	inviable
2	158658	159693	3	viable
2	160183	161326	3	viable
2	161698	162712	3	viable
2	163043	163997	3	inviable
2	164490	164772	3	viable
2	166133	167261	3	viable
2	167520	167838	3	viable
2	168809	169373	3	N/A
2	170622	171035	3	inviable
2	171480	171915	3	viable
2	172533	174585	3	viable
2	174922	177526	3	inviable
2	177876	181275	3	viable
2	181662	182094	3	viable
2	182400	184122	3	inviable
2	184352	185912	3	viable
2	186000	186474	3	inviable
2	186846	191583	3	viable
2	192450	193509	3	viable
2	194121	195699	3	viable
2	199066	201748	3	inviable
2	202055	203258	2	viable
2	203537	205814	3	viable
2	206109	206949	3	viable
2	207193	209221	3	viable
2	209408	209645	3	viable
2	209652	212172	3	viable
2	212634	216366	3	viable
2	216589	217129	3	viable
2	217469	220397	3	viable
2	221329	222649	2	N/A
2	222650	226598	2	N/A
2	227635	235114	3	inviable
2	235396	235792	3	viable
2	236491	236884	3	viable
2	237155	237467	3	viable
2	238943	241283	3	viable
2	241710	242568	3	inviable
2	242808	244227	3	viable
2	244368	245667	3	inviable
2	245905	246544	3	viable
2	247009	248500	3	N/A
2	248808	251016	3	viable
2	252565	254209	3	viable
2	255373	255684	2	N/A
2	256331	256741	2	N/A
2	257114	257975	3	inviable
2	259868	261188	2	N/A
2	261189	265140	2	N/A
2	265494	265881	2	viable
2	266727	267336	3	viable
2	267712	269503	3	viable
2	270246	270630	2	viable
2	270949	273703	3	viable
2	274429	275527	3	viable
2	276255	278352	3	viable
2	279020	280604	3	viable
2	281442	283341	3	viable
2	283737	284268	3	viable
2	284430	287925	3	viable
2	289444	290347	3	viable
2	290683	291865	3	viable
2	292879	294019	3	viable
2	294026	294356	3	N/A
2	294427	296002	3	viable
2	296371	297742	3	inviable
2	298291	299947	3	viable
2	300165	301251	2	viable
2	301518	301818	3	N/A
2	301943	304700	3	viable
2	304932	305976	3	viable
2	306271	306955	3	viable
2	309083	310313	3	viable
2	310567	311452	3	viable
2	311897	314786	3	inviable
2	315574	316507	3	viable
2	316967	317861	3	viable
2	318265	320272	3	viable
2	320418	321609	3	viable
2	321878	323945	3	viable
2	324343	326059	3	viable
2	328175	330092	3	viable
2	330509	331511	3	viable
2	331832	332357	3	viable
2	332830	333809	2	N/A
2	334388	336818	3	inviable
2	337185	338199	2	viable
2	338722	339352	3	viable
2	339677	340751	3	viable
2	343100	344132	3	viable
2	344604	347301	3	inviable
2	347878	349381	3	viable
2	351254	351452	3	viable
2	352195	353293	3	viable
2	353674	356017	3	viable
2	356326	356566	3	viable
2	356863	360187	3	viable
2	360654	362514	2	inviable
2	364789	365719	3	viable
2	365978	366503	3	viable
2	366972	368184	3	viable
2	368586	369678	3	viable
2	370039	370699	3	viable
2	372105	372735	3	viable
2	373863	375690	3	viable
2	376576	378433	3	viable
2	379223	379934	3	inviable
2	380410	381043	3	viable
2	382029	382671	3	viable
2	382862	383021	2	viable
2	383111	385985	3	viable
2	386285	389213	3	viable
2	390226	391288	3	viable
2	391807	392293	3	viable
2	393122	394739	3	viable
2	395385	398277	3	inviable
2	398616	400890	3	inviable
2	401255	405251	3	viable
2	406630	407169	3	viable
2	409168	410626	3	viable
2	411053	413978	3	viable
2	414186	415082	2	viable
2	415982	416903	3	viable
2	418909	419164	3	viable
2	420203	423041	2	viable
2	423764	424826	3	inviable
2	424992	425766	3	inviable
2	426335	427058	2	viable
2	427157	427484	3	inviable
2	427700	429101	2	viable
2	429550	430951	3	viable
2	432035	434294	3	N/A
2	434408	435698	3	viable
2	436020	436710	3	viable
2	436950	441312	3	viable
2	441514	443587	3	viable
2	443823	444693	3	viable
2	445064	447323	3	inviable
2	447708	449313	3	viable
2	449666	450653	3	viable
2	450883	451969	3	viable
2	452657	453221	3	viable
2	453795	454530	3	viable
2	454821	457662	3	viable
2	457921	458362	3	inviable
2	458871	460218	3	inviable
2	461180	461873	3	viable
2	462138	462576	3	viable
2	462872	465770	3	viable
2	467247	469617	3	viable
2	469750	473926	3	viable
2	474394	476437	3	viable
2	477671	479047	2	N/A
2	479429	480320	3	viable
2	480437	480923	3	viable
2	481366	483367	3	inviable
2	483972	484503	3	viable
2	484744	486691	3	inviable
2	487201	488380	3	viable
2	488907	490392	3	viable
2	490849	491053	3	N/A
2	491271	492822	3	viable
2	493083	494115	3	viable
2	494355	495339	2	viable
2	495594	496869	3	viable
2	497162	499274	3	viable
2	499654	501442	3	viable
2	501806	504287	3	viable
2	504853	505303	3	inviable
2	505667	512771	3	inviable
2	513043	513580	3	viable
2	513764	515336	3	viable
2	515663	517187	3	viable
2	517352	526628	3	inviable
2	527027	528038	3	viable
2	528316	530635	3	inviable
2	530871	532182	3	inviable
2	533761	534814	3	viable
2	535259	536093	3	viable
2	536574	537462	3	viable
2	537875	539702	3	viable
2	539986	541018	3	viable
2	541211	544493	3	viable
2	545027	545975	3	viable
2	546375	547248	3	inviable
2	547459	548191	3	inviable
2	548364	549009	3	inviable
2	549770	550925	3	inviable
2	551106	553200	3	viable
2	553545	554310	3	viable
2	556548	558195	3	viable
2	558684	559725	3	viable
2	560077	560971	3	inviable
2	561633	562761	3	viable
2	563205	564570	3	viable
2	565230	565425	3	viable
2	565722	567477	3	viable
2	567877	568426	3	viable
2	568851	569682	3	viable
2	569844	571200	3	viable
2	571470	571890	3	inviable
2	572370	573609	3	viable
2	573917	575996	3	viable
2	576346	578086	3	viable
2	578363	578981	3	viable
2	579152	581372	3	viable
2	581728	582172	3	viable
2	582407	583352	3	viable
2	583719	584655	3	viable
2	584809	586162	3	viable
2	586549	589114	3	viable
2	589740	591456	3	viable
2	591714	592419	2	viable
2	593508	594864	3	viable
2	595363	595555	3	viable
2	596114	597062	3	viable
2	597362	598931	3	viable
2	599125	599959	3	viable
2	600552	602357	3	viable
2	602633	603473	3	viable
2	603687	604107	2	viable
2	604929	605505	3	viable
2	605966	606277	2	N/A
2	606669	607137	3	viable
2	607651	608782	3	inviable
2	609084	609753	3	inviable
2	610037	610406	3	viable
2	610616	611882	3	viable
2	612238	613900	3	inviable
2	614026	614173	3	viable
2	614528	614630	3	N/A
2	615205	615856	3	viable
2	616129	618523	3	inviable
2	618908	620300	3	viable
2	620871	622524	3	viable
2	622982	623144	3	viable
2	623575	624208	3	viable
2	624495	624696	3	N/A
2	625771	628306	3	inviable
2	629167	631939	3	viable
2	632256	633381	3	viable
2	633621	634833	3	viable
2	635145	636540	3	viable
2	636705	642210	3	viable
2	645549	645975	2	viable
2	646160	647132	3	inviable
2	647885	649901	3	viable
2	650367	651189	3	viable
2	651414	652995	2	viable
2	653451	655314	3	viable
2	655578	657600	3	viable
2	657831	658389	3	viable
2	658709	662249	3	viable
2	662997	664677	3	viable
2	665155	666253	3	viable
2	666537	666639	2	N/A
2	666722	668351	2	viable
2	668665	670297	3	viable
2	670626	673326	3	viable
2	673574	675134	3	viable
2	675312	676224	3	viable
2	676359	679221	3	viable
2	679551	679944	3	viable
2	680361	680559	2	N/A
2	682181	683090	3	viable
2	683427	684666	3	viable
2	684976	685258	3	inviable
2	685440	686592	3	inviable
2	686900	690260	3	viable
2	690385	691693	3	inviable
2	691968	694515	3	inviable
2	695109	697302	3	viable
2	698356	699943	2	viable
2	700492	701842	2	viable
2	702591	704055	2	viable
2	704669	705383	3	viable
2	705449	706793	3	inviable
2	707527	708013	3	viable
2	708152	711539	3	viable
2	711590	712751	3	viable
2	713006	714455	3	inviable
2	714809	716465	3	viable
2	716884	717994	3	viable
2	719032	720601	3	viable
2	721389	722310	3	viable
2	722610	723051	3	inviable
2	723269	723632	3	inviable
2	723738	724263	3	inviable
2	724455	726537	3	viable
2	726620	727074	3	N/A
2	727388	728102	3	inviable
2	728884	729721	3	inviable
2	729736	730162	3	viable
2	730386	732450	3	viable
2	732641	734639	3	viable
2	734834	735530	3	viable
2	735722	736040	3	viable
2	736263	737733	3	viable
2	737772	738369	3	viable
2	738581	739541	3	inviable
2	739840	741019	3	viable
2	741298	741613	3	viable
2	742162	742576	3	viable
2	742763	744398	3	viable
2	744851	746108	3	viable
2	746363	747803	3	viable
2	748063	749371	3	viable
2	749593	751174	3	viable
2	751358	757106	3	viable
2	757622	760043	3	viable
2	760293	760896	3	viable
2	761256	762591	3	viable
2	762786	764697	3	viable
2	764972	767606	3	viable
2	768239	768677	3	viable
2	768945	770415	3	viable
2	771238	773629	3	viable
2	773921	774353	3	viable
2	774699	776310	3	viable
2	776570	777851	3	viable
2	778014	779463	3	viable
2	779666	782381	3	viable
2	782590	783553	3	viable
2	783675	784572	3	viable
2	787005	788427	3	viable
2	789234	791811	3	viable
2	792848	796496	3	viable
2	796800	798522	3	viable
2	800125	800242	2	viable
2	800522	801926	2	viable
2	802633	804475	2	viable
2	805037	805256	2	N/A
2	805350	807102	2	N/A
2	809056	809416	2	viable
3	1392	3750	2	N/A
3	6481	8326	2	N/A
3	9705	11079	2	viable
3	11505	12285	2	N/A
3	12386	13018	2	N/A
3	13281	13806	2	N/A
3	15800	16880	3	viable
3	17289	18558	3	viable
3	18818	22106	3	viable
3	22431	23379	3	inviable
3	23583	23922	3	N/A
3	24034	24325	3	viable
3	24767	26903	3	viable
3	26927	27359	3	viable
3	27928	28933	3	viable
3	30909	30993	3	N/A
3	31448	33971	3	inviable
3	34145	35393	3	inviable
3	35864	37613	3	viable
3	37838	38801	3	viable
3	39788	40724	3	viable
3	41487	41724	2	N/A
3	42164	43553	2	viable
3	43663	44437	3	viable
3	44625	46905	3	viable
3	47113	48364	3	viable
3	48655	50221	3	inviable
3	50837	52337	3	viable
3	52644	54879	3	viable
3	54943	56527	2	viable
3	57376	58678	3	viable
3	59025	60723	3	viable
3	60843	61173	3	viable
3	61657	62719	2	viable
3	62778	63282	3	viable
3	63440	64478	3	viable
3	64677	65568	3	inviable
3	65936	68333	3	viable
3	68601	69921	3	viable
3	70149	71364	3	viable
3	71802	73338	3	viable
3	73407	73986	3	N/A
3	74706	75285	3	viable
3	76020	77919	3	viable
3	79161	82272	3	viable
3	83619	83994	2	N/A
3	85101	90412	2	N/A
3	91323	92415	2	N/A
3	92779	94270	3	inviable
3	94623	95763	3	viable
3	96280	101188	3	viable
3	101319	101788	3	N/A
3	102077	103358	3	viable
3	103573	104350	3	viable
3	104621	105548	3	viable
3	105698	106853	3	viable
3	107111	107414	3	N/A
3	108020	108788	3	viable
3	109104	110667	3	inviable
3	110810	111675	3	viable
3	111915	112479	3	viable
3	113079	113538	3	viable
3	113769	114021	3	viable
3	117382	118348	2	viable
3	118619	119168	3	viable
3	119577	120318	3	viable
3	120948	122328	3	viable
3	126013	126730	3	viable
3	128469	130278	3	viable
3	130747	131542	3	viable
3	132275	133124	3	viable
3	133726	136873	3	viable
3	137745	138993	3	inviable
3	139187	140933	3	viable
3	141219	142170	2	viable
3	143633	144503	3	viable
3	144775	147634	3	viable
3	148240	148903	2	N/A
3	152836	153925	2	viable
3	154014	154659	3	viable
3	154832	155096	3	viable
3	155319	155553	3	viable
3	156111	157107	3	viable
3	158540	160373	3	viable
3	160746	162222	3	viable
3	162601	162865	2	N/A
3	162947	163067	3	viable
3	164113	166339	3	viable
3	167372	167999	3	viable
3	170888	172424	3	viable
3	172952	173440	3	viable
3	173828	176438	3	viable
3	177502	177907	3	N/A
3	179519	186020	3	viable
3	186488	190166	3	viable
3	190591	191632	3	viable
3	191836	193018	3	inviable
3	193296	194295	3	viable
3	194416	197185	3	viable
3	197620	199546	2	N/A
3	199548	200178	2	N/A
3	201176	205397	3	N/A
3	206263	206644	3	viable
3	206879	207950	3	viable
3	208137	209610	3	viable
3	209916	210423	3	viable
3	210720	211545	3	viable
3	211928	213464	2	viable
3	213466	213772	2	viable
3	214070	214736	3	viable
3	214993	216442	3	inviable
3	216696	218238	3	viable
3	218378	220067	3	inviable
3	220459	223228	3	inviable
3	223456	224230	3	viable
3	224398	224731	2	viable
3	225562	227455	2	viable
3	228317	228788	3	viable
3	229309	231001	3	viable
3	231499	232960	3	viable
3	233127	236322	3	viable
3	237213	238773	3	viable
3	239054	240008	3	viable
3	240105	240543	3	viable
3	240807	242352	3	inviable
3	242590	246583	3	viable
3	246962	247907	3	viable
3	248035	248815	3	viable
3	248974	249199	3	viable
3	249295	250045	3	viable
3	250240	252628	3	viable
3	252844	254170	3	viable
3	254370	258651	3	viable
3	258882	259266	2	viable
3	259577	259958	2	viable
3	260313	262452	3	viable
3	263391	263961	3	viable
3	264008	264467	3	viable
3	265067	266843	3	viable
3	267433	272260	3	viable
3	272317	272863	3	viable
3	274403	276563	3	viable
3	276766	279820	3	viable
3	280116	286440	3	inviable
3	286761	287934	3	viable
3	288172	289258	3	viable
3	289638	289794	3	N/A
3	293181	293538	2	N/A
3	293834	294318	2	N/A
3	297051	298605	3	viable
3	301273	302221	2	viable
3	302484	303030	2	viable
3	304363	305467	2	viable
3	307800	308172	2	N/A
3	309069	310152	2	viable
3	310957	313453	2	viable
3	313889	314978	2	N/A
4	1801	2950	2	N/A
4	5984	7811	2	N/A
4	8685	9756	2	N/A
4	11659	13360	2	N/A
4	16203	17223	2	N/A
4	17579	18566	2	viable
4	20634	21003	2	viable
4	22822	25873	3	viable
4	26405	28775	3	viable
4	28987	30454	3	viable
4	30656	31826	3	viable
4	32295	33231	3	viable
4	33417	33918	3	inviable
4	34239	36477	3	viable
4	36796	38170	3	viable
4	38486	38594	3	N/A
4	38869	42244	3	viable
4	42699	43704	3	viable
4	44064	45903	3	viable
4	46273	48031	2	viable
4	51117	52173	3	viable
4	52444	54097	3	viable
4	54399	56346	3	viable
4	57267	60405	3	viable
4	60874	61801	2	viable
4	62246	65018	3	inviable
4	65241	65762	3	viable
4	66492	67443	2	viable
4	67985	68606	2	inviable
4	68999	70319	3	viable
4	70642	73918	3	viable
4	74448	76545	3	viable
4	77291	77966	3	viable
4	78425	79055	3	inviable
4	79296	80412	3	viable
4	84269	85982	3	viable
4	86209	87226	3	inviable
4	87511	87979	3	inviable
4	88247	89861	3	inviable
4	90175	92461	3	viable
4	92764	93745	3	inviable
4	94604	95783	3	viable
4	96084	97953	3	viable
4	98474	99221	3	viable
4	99560	100418	3	viable
4	100503	101067	3	viable
4	101292	103353	3	viable
4	103651	104551	3	viable
4	104919	106494	3	viable
4	107207	111026	3	inviable
4	111579	114231	3	viable
4	114671	115796	3	inviable
4	116320	116863	3	viable
4	118157	118514	2	viable
4	118709	121592	3	viable
4	122215	123586	3	viable
4	123867	124998	3	viable
4	125615	126446	3	viable
4	126786	129999	3	viable
4	130873	131833	3	viable
4	133436	134720	3	viable
4	135178	135433	3	viable
4	135895	137536	3	viable
4	138290	139202	3	viable
4	139521	141111	3	viable
4	141211	141721	3	viable
4	142096	144220	3	viable
4	144486	145518	3	viable
4	145828	147589	2	viable
4	148190	149075	2	viable
4	149205	155640	3	viable
4	156317	157901	3	viable
4	158066	158735	3	viable
4	159603	160761	3	viable
4	160997	163154	3	viable
4	163451	164042	3	inviable
4	164289	164862	3	inviable
4	164989	167254	3	inviable
4	167713	169075	3	viable
4	169368	169608	2	viable
4	170412	171930	3	viable
4	172181	172310	3	viable
4	172480	174025	3	viable
4	174234	174588	3	viable
4	174917	176483	3	viable
4	176772	178053	3	viable
4	178333	181036	3	viable
4	181188	183018	3	inviable
4	183342	184608	3	inviable
4	184924	187915	3	viable
4	188156	190586	3	inviable
4	190923	192258	3	inviable
4	192749	194222	3	viable
4	194573	198176	3	inviable
4	198664	199732	3	viable
4	199995	201579	3	inviable
4	201721	202570	3	viable
4	203038	205108	3	inviable
4	205362	210561	3	inviable
4	211377	212046	2	inviable
4	213350	215639	3	viable
4	216528	217071	3	viable
4	218682	219288	3	viable
4	219664	220771	2	viable
4	222426	223737	3	viable
4	224303	226748	3	inviable
4	227392	228712	3	viable
4	229170	229428	3	viable
4	229905	230524	3	viable
4	231023	231896	3	viable
4	232651	233884	3	viable
4	234926	235850	3	viable
4	236159	238664	3	inviable
4	239021	239606	3	viable
4	240258	241194	3	viable
4	241417	241837	2	viable
4	242551	244978	3	viable
4	245135	245582	3	viable
4	245922	246444	3	inviable
4	246691	247612	3	viable
4	248580	251235	3	viable
4	251565	253743	3	viable
4	253997	255126	3	viable
4	255603	256527	3	viable
4	256635	258555	3	viable
4	258914	263222	3	viable
4	263315	264110	3	inviable
4	264514	264964	2	viable
4	265260	267201	3	viable
4	267697	268696	3	inviable
4	268920	269973	3	viable
4	270224	271901	3	N/A
4	272388	273594	3	inviable
4	273655	274876	3	viable
4	275150	276581	3	inviable
4	276871	280162	3	inviable
4	280309	281848	3	viable
4	282114	283176	3	viable
4	283418	284441	3	viable
4	284583	285165	3	inviable
4	285393	286695	3	inviable
4	287058	289509	3	viable
4	289908	292137	3	viable
4	292780	293218	3	inviable
4	293394	294759	3	viable
4	295036	296329	3	viable
4	296819	298271	3	viable
4	298419	300003	3	viable
4	300216	300999	3	inviable
4	301412	302231	3	viable
4	302466	302670	3	viable
4	303210	304845	3	viable
4	305236	306574	3	inviable
4	306926	307789	3	N/A
4	308791	309385	3	viable
4	309804	310122	3	viable
4	310644	312471	3	viable
4	312953	314748	3	viable
4	315359	316388	3	viable
4	316973	320120	3	viable
4	320670	321552	3	viable
4	324049	326149	3	viable
4	326612	329564	3	viable
4	329838	330447	2	viable
4	331023	332937	3	viable
4	333123	333810	3	viable
4	334219	334396	3	viable
4	334834	336118	3	viable
4	336251	337277	3	viable
4	337486	338067	3	inviable
4	338274	340134	3	viable
4	340630	340798	3	viable
4	341618	343982	3	inviable
4	344239	344953	3	viable
4	345664	351034	3	inviable
4	351433	352417	3	viable
4	352876	355375	3	viable
4	355676	356759	3	inviable
4	359827	361285	3	viable
4	361701	362256	3	viable
4	362674	363583	3	viable
4	363951	364776	3	viable
4	365070	365874	3	viable
4	366741	368211	3	viable
4	369770	370703	3	viable
4	371239	371758	3	viable
4	372247	372532	3	viable
4	372690	373608	3	inviable
4	373969	375289	3	viable
4	375682	376480	3	inviable
4	376759	378445	3	viable
4	378876	381438	3	viable
4	381987	384081	2	viable
4	384603	385587	2	viable
4	387515	388901	3	viable
4	389174	392057	2	viable
4	392661	393912	3	viable
4	394216	397201	3	inviable
4	397536	399126	3	inviable
4	399339	400635	3	inviable
4	400999	403291	3	inviable
4	403697	404957	3	viable
4	405346	407206	3	viable
4	409810	410056	2	N/A
4	411824	412997	3	viable
4	413952	414885	3	viable
4	415115	416708	2	viable
4	417665	421514	3	viable
4	422835	423510	3	viable
4	424208	425729	3	inviable
4	426004	426934	3	inviable
4	427363	428344	3	inviable
4	429066	430923	3	viable
4	431110	431517	3	viable
4	432927	433248	2	viable
4	433496	433991	3	inviable
4	436569	436824	2	N/A
4	438046	439357	2	inviable
4	439908	440751	3	viable
4	441016	442309	3	viable
4	443028	443508	3	inviable
4	444682	446380	3	inviable
4	446969	447578	3	viable
4	447983	449273	3	viable
4	450222	452475	3	viable
4	453044	453647	3	inviable
4	454121	454751	3	viable
4	454781	454901	3	viable
4	455200	456580	3	viable
4	456838	458017	3	viable
4	458544	461247	3	viable
4	461841	462513	3	viable
4	463433	464993	3	viable
4	465918	470421	3	viable
4	471852	472938	3	N/A
4	473156	473780	3	inviable
4	474045	475986	3	viable
4	477796	478282	3	N/A
4	478476	478758	3	inviable
4	479117	482267	2	viable
4	482672	483860	3	viable
4	484165	485365	3	viable
4	485748	486444	3	viable
4	486803	488000	3	inviable
4	488074	488662	3	viable
4	489507	490893	3	inviable
4	491515	492324	2	viable
4	492558	494268	3	viable
4	494651	497318	3	viable
4	497837	500879	3	viable
4	501755	503273	3	viable
4	503497	503860	3	viable
4	504101	504695	3	viable
4	508146	509106	3	viable
4	509739	512109	3	viable
4	514042	518041	2	N/A
4	518042	519356	2	N/A
4	520518	520692	2	N/A
4	521313	521466	3	viable
4	521815	522925	3	viable
4	523213	524713	3	viable
4	525439	527212	3	inviable
4	527424	530697	2	N/A
4	531309	534582	2	N/A
4	535194	538467	3	N/A
4	539802	540411	3	inviable
4	540603	541203	3	viable
4	542676	543369	3	viable
4	546641	547625	3	inviable
4	547980	548310	3	inviable
4	548764	550576	3	viable
4	551859	552945	3	inviable
4	553253	555149	3	viable
4	555728	556472	2	inviable
4	557058	558060	2	viable
4	558513	560625	3	inviable
4	561442	562327	2	inviable
4	563526	564858	3	viable
4	565025	565640	3	viable
4	565926	567552	3	viable
4	567725	568703	3	viable
4	569236	569770	3	viable
4	570648	573723	3	inviable
4	574163	575780	3	viable
4	576473	578156	3	inviable
4	578662	579109	3	viable
4	580686	581781	3	viable
4	581910	582498	3	viable
4	582793	583465	3	viable
4	583712	584642	2	viable
4	584941	587719	3	viable
4	588100	588379	3	viable
4	588829	589402	3	viable
4	589763	591344	3	viable
4	592438	592945	3	viable
4	593892	596580	3	viable
4	597155	598079	3	viable
4	598467	599685	3	viable
4	600792	601806	3	viable
4	602200	602869	3	viable
4	603063	603396	3	viable
4	603595	603811	3	viable
4	604007	606983	3	viable
4	607306	610081	3	inviable
4	610440	611922	3	inviable
4	612072	613248	3	viable
4	613407	614004	3	viable
4	614290	616150	3	viable
4	616930	617170	3	inviable
4	617472	618306	3	inviable
4	618499	619645	3	inviable
4	622111	624718	3	viable
4	625068	625998	3	viable
4	626710	628534	3	inviable
4	629875	630602	3	viable
4	631281	636117	3	viable
4	637138	639820	3	viable
4	640111	643837	3	viable
4	644180	644930	3	viable
4	645857	649805	2	N/A
4	649806	651126	2	N/A
4	653606	654425	3	viable
4	655012	655441	3	viable
4	655688	657467	3	viable
4	658349	661100	3	viable
4	661175	664910	3	viable
4	665351	666770	3	viable
4	667003	667855	2	N/A
4	669018	671034	2	viable
4	671268	673362	3	viable
4	673522	675667	3	viable
4	676101	677799	3	viable
4	678243	679764	3	viable
4	680498	681617	3	inviable
4	682174	682489	2	viable
4	682726	683581	3	viable
4	683948	685643	3	viable
4	685881	687837	3	inviable
4	688226	690530	3	viable
4	691013	691211	3	N/A
4	691551	693261	3	viable
4	693584	694172	3	viable
4	694699	697891	3	viable
4	698556	699468	3	viable
4	700314	701286	3	viable
4	701399	702758	3	viable
4	703233	704241	3	viable
4	704483	709247	3	viable
4	709548	712992	3	viable
4	713342	715379	3	viable
4	715749	716622	3	viable
4	716792	718460	3	viable
4	718818	720303	2	viable
4	721071	721481	2	N/A
4	723006	727551	3	viable
4	728258	730247	2	viable
4	730577	732833	3	viable
4	733620	733924	3	viable
4	734137	734800	3	viable
4	734903	739997	3	inviable
4	740475	741600	3	viable
4	742044	743874	3	viable
4	744313	746101	3	viable
4	746737	748354	3	inviable
4	748615	750742	3	viable
4	751630	753232	3	viable
4	753677	755066	2	viable
4	755627	763871	3	viable
4	764180	765155	3	viable
4	765705	766500	3	viable
4	766738	767971	3	viable
4	768514	769000	3	viable
4	769524	769935	3	viable
4	770356	771451	3	viable
4	771876	775779	3	viable
4	776162	778718	3	inviable
4	779042	780203	2	viable
4	780392	781100	3	viable
4	781422	781947	3	viable
4	782043	784215	3	inviable
4	784870	786202	3	viable
4	786308	789221	3	inviable
4	789448	790066	3	inviable
4	790327	791845	3	inviable
4	792350	793889	3	viable
4	794576	794723	3	viable
4	796195	802222	3	inviable
4	803194	804514	2	N/A
4	806620	807745	3	viable
4	808323	810378	3	inviable
4	810567	811632	3	viable
4	812109	812847	3	viable
4	813195	814152	3	viable
4	814451	816557	3	viable
4	816877	817522	3	inviable
4	817949	818492	3	viable
