CHR	START	END	POSCOLOR
1	1098258	1098588	3
1	1099259	1100150	3
1	1101243	1102398	3
1	1102613	1103048	3
1	1103296	1103881	3
1	1104247	1104859	3
1	1105633	1107547	3
1	1108148	1108865	3
1	1109134	1110880	3
1	1111171	1113127	3
1	1113322	1115428	3
1	1116247	1117987	3
1	1118244	1119618	3
1	1119921	1122246	3
1	1123168	1123825	3
1	1123873	1125682	3
1	1125928	1128109	3
1	1128389	1133384	3
1	1133459	1135511	3
1	1135750	1136341	3
1	1136530	1137082	3
1	1137312	1137867	3
1	1138276	1140529	3
1	1142086	1142578	3
1	1143980	1148276	3
1	1149113	1150160	3
1	1150299	1151418	3
1	1151710	1152454	3
1	1152768	1155039	3
1	1155544	1155790	3
1	1158879	1160952	3
1	1161283	1162768	3
1	1163605	1164622	3
1	1166876	1167577	3
1	1169205	1173918	3
1	1174223	1175687	3
1	1175778	1177029	3
1	1177545	1180872	3
1	1181158	1182355	3
1	1182506	1183262	3
1	1183320	1187598	3
1	1188180	1189431	3
1	1189534	1189963	3
1	1190244	1190988	3
1	1191580	1192069	3
1	1192513	1194184	3
1	1195758	1196705	3
1	1196998	1198138	3
1	1198355	1203407	3
1	1204130	1204523	3
1	1206050	1207700	3
1	1208497	1210399	3
1	1210685	1210892	3
1	1211017	1211707	3
1	1211851	1212325	3
1	1212364	1213378	3
1	1213934	1214852	3
1	1215413	1216448	3
1	1216758	1217967	3
1	1218268	1219267	3
1	1219786	1220764	3
1	1221542	1222526	3
1	1223688	1224741	3
1	1226685	1229601	3
1	1231375	1232917	3
1	1236304	1238377	3
1	1238531	1241924	3
1	1244646	1247664	1
1	1248215	1249460	3
1	1251549	1252938	3
1	1254842	1256612	3
1	1257106	1259194	3
1	1259290	1260358	3
1	1261682	1263326	3
1	1263837	1264767	3
1	1265499	1267530	3
1	1267649	1268351	3
1	1268616	1271163	3
1	1271301	1271526	3
1	1272153	1272585	3
1	1272826	1273366	1
1	1273459	1274497	3
1	1274863	1277509	3
1	1278577	1280680	3
1	1281142	1282936	3
1	1283084	1283711	2
1	1284379	1285402	3
1	1288904	1289627	1
1	1289660	1291013	3
1	1293016	1293619	2
1	1294854	1296606	3
1	1297211	1298258	3
1	1298406	1299762	3
1	1300701	1302570	3
1	1305854	1306222	2
1	1306249	1308472	3
1	1309502	1310429	3
1	1310815	1313554	3
1	1314440	1316969	1
1	1337606	1340000	2
1	1344840	1348188	2
1	1350782	1353401	3
1	1353981	1355676	3
1	1356735	1357260	3
1	1359379	1359700	3
1	1359947	1360721	3
1	1361002	1363132	3
1	1364406	1366989	3
1	1367106	1369278	3
1	1370782	1372147	3
1	1372800	1375413	3
1	1375845	1376232	3
1	1377038	1377428	3
1	1378048	1378195	3
1	1380390	1381104	3
1	1381136	1382531	3
1	1382828	1389647	3
1	1390214	1394330	3
1	1395030	1396152	3
1	1398175	1404553	3
1	1404815	1406126	3
1	1407256	1408291	3
1	1408971	1409406	3
1	1409770	1410970	3
1	1411657	1412698	3
1	1413018	1415442	3
1	1417197	1417896	3
1	1418522	1421135	3
1	1421367	1421508	3
1	1421837	1422401	3
1	1422904	1424602	3
1	1425322	1427641	3
1	1427894	1430954	3
1	1431950	1432874	3
1	1433429	1435010	3
1	1435370	1436399	3
1	1436438	1437638	3
1	1440079	1440787	3
1	1441426	1442053	3
1	1442281	1442665	3
1	1442821	1444338	3
1	1444435	1445956	3
1	1447121	1449620	3
1	1449875	1450304	3
1	1450583	1451756	3
1	1453349	1454804	3
1	1455537	1456527	3
1	1457214	1457505	3
1	1459267	1461319	3
1	1462709	1464200	3
1	1464436	1464637	3
1	1465179	1468227	3
1	1468467	1469275	3
1	1469639	1470274	3
1	1470487	1473181	3
1	1473497	1474850	3
1	1475648	1479443	3
1	1479747	1482981	3
1	1484761	1485661	3
1	1485818	1487471	3
1	1487709	1489140	3
1	1490451	1492728	3
1	1493063	1494017	2
1	1494132	1497066	3
1	1497907	1498981	3
1	1502169	1503120	3
1	1504797	1506954	3
1	1507745	1508051	3
1	1509900	1511547	3
1	1513267	1513831	3
1	1514081	1516313	3
1	1516785	1517724	3
1	1518187	1521967	3
1	1526933	1528754	3
1	1528944	1530747	3
1	1531434	1534566	3
1	1534760	1535000	3
1	1535150	1535354	3
1	1536687	1538385	3
1	1540675	1541419	3
1	1542213	1544676	3
1	1545380	1546277	3
1	1546393	1548133	3
1	1549756	1551382	3
1	1551709	1552633	3
1	1553507	1554059	3
1	1554224	1555904	3
1	1556091	1557885	3
1	1558120	1560637	3
1	1560698	1560905	3
1	1567280	1569623	2
1	1578885	1580406	3
1	1581240	1584273	3
1	1584340	1584853	3
1	1585928	1589837	3
1	1590524	1592492	3
1	1595186	1598036	3
1	1600374	1602012	3
1	1602169	1603606	3
1	1604434	1604926	3
1	1605358	1606747	3
1	1609044	1610013	3
1	1611002	1614221	3
1	1615683	1616832	3
1	1617100	1619065	2
1	1619306	1621175	2
1	1621426	1623418	3
1	1623840	1624812	3
1	1625173	1626004	3
1	1626204	1629063	3
1	1630609	1630702	3
1	1631819	1634681	3
1	1635158	1636250	3
1	1636860	1637817	3
1	1637848	1639054	3
1	1639503	1640733	1
1	1641988	1645111	3
1	1645622	1646144	3
1	1646305	1647247	3
1	1647562	1648828	3
1	1649646	1650171	3
1	1651147	1653661	3
1	1658862	1659372	2
1	1660185	1662411	3
1	1662413	1663772	2
1	1663899	1665874	3
1	1666414	1667005	1
1	1668120	1669212	2
1	1669745	1672880	3
1	1674157	1675270	3
1	1677051	1678674	2
1	1685575	1686473	2
1	1691292	1692819	2
1	1696625	1699199	3
1	1699244	1700171	3
1	1700386	1702471	3
1	1702557	1704825	3
1	1705109	1706267	3
1	1706355	1707135	3
1	1707469	1708369	3
1	1708435	1709872	3
1	1710120	1711371	3
1	1711668	1713528	3
1	1714646	1716962	3
1	1718494	1720900	3
1	1722823	1723396	3
1	1723766	1724978	3
1	1725658	1725847	3
1	1726174	1727575	3
1	1729612	1730410	3
1	1730690	1731386	3
1	1731594	1735263	3
1	1737041	1737770	3
1	1741765	1743058	3
1	1747218	1749507	3
1	1750205	1750922	3
1	1751227	1753099	3
1	1753562	1753940	3
1	1754690	1754912	3
1	1755406	1755904	3
1	1756485	1756890	3
1	1757978	1762448	3
1	1762965	1763349	3
1	1763706	1766757	3
1	1767332	1768436	3
1	1768989	1772262	3
1	1772644	1774753	3
1	1774768	1777369	3
1	1777559	1778537	3
1	1778539	1779175	3
1	1779284	1780340	3
1	1780650	1782873	3
1	1785339	1789293	3
1	1790349	1793517	3
1	1794133	1795093	3
1	1795206	1800024	3
1	1801628	1803989	3
1	1804091	1806353	3
1	1806849	1807839	3
1	1808935	1809601	3
1	1810099	1813534	3
1	1816302	1819245	3
1	1820164	1822150	3
1	1823756	1825337	3
1	1826585	1828616	3
1	1829196	1830240	3
1	1831874	1832345	3
1	1832852	1833041	3
1	1834257	1835715	3
1	1839236	1841120	3
1	1842501	1843875	1
1	1844114	1845788	3
1	1846395	1849392	3
1	1850370	1851303	3
1	1851769	1854427	3
1	1854819	1855779	3
1	1855867	1856236	3
1	1856786	1857359	3
1	1858138	1860274	3
1	1861220	1861652	3
1	1861723	1862316	3
1	1862510	1863893	3
1	1864129	1865449	3
1	1866410	1867043	3
1	1867127	1867568	3
1	1867836	1868304	3
1	1868419	1870555	3
1	1871365	1872100	3
1	1872857	1874519	3
1	1874782	1875544	3
1	1877924	1879172	3
1	1880549	1882037	3
1	1882759	1884955	3
1	1885047	1885365	2
1	1885505	1886144	3
1	1886877	1887363	3
1	1887735	1889070	3
1	1889476	1890298	3
1	1890489	1891423	3
1	1891689	1892457	3
1	1892914	1895101	3
1	1895262	1895835	3
1	1896171	1896636	3
1	1897120	1901263	3
1	1901550	1902261	3
1	1902970	1904143	3
1	1904316	1907100	3
1	1907473	1908379	3
1	1908827	1909874	3
1	1910141	1911191	3
1	1912019	1913672	3
1	1914831	1916586	3
1	1916962	1918636	3
1	1918868	1920872	3
1	1921093	1921723	3
1	1921989	1922570	3
1	1922752	1923814	3
1	1923992	1926056	3
1	1926305	1928510	3
1	1928996	1930622	3
1	1931303	1932896	2
1	1932952	1933345	3
1	1933790	1935464	3
1	1936149	1938249	3
1	1938479	1939364	3
1	1939547	1939769	3
1	1940408	1942679	3
1	1948141	1951582	3
1	1953262	1954783	3
1	1956447	1959255	3
1	1960294	1961947	3
1	1962464	1964285	3
1	1964982	1965723	2
1	1966284	1966779	3
1	1967483	1968850	2
1	1969725	1971690	1
1	1972143	1972821	3
1	1973677	1977247	2
1	1978119	1978776	3
1	1980942	1984239	3
1	1985644	1986385	3
1	1986751	1988344	3
1	1991465	1993007	3
1	1996612	1998730	3
1	1999455	2000619	3
1	2004764	2005859	1
1	2007207	2008344	3
1	2010259	2012539	3
1	2014802	2017430	3
1	2017551	2019336	3
1	2020179	2022246	3
1	2022449	2024309	3
1	2025817	2027188	3
1	2027231	2028242	3
1	2028521	2029943	3
1	2030996	2034587	3
1	2034693	2035818	3
1	2036745	2038407	3
1	2038861	2041051	3
1	2041214	2043785	3
1	2044588	2045479	3
1	2045897	2048825	3
1	2050007	2051678	3
1	2054911	2055508	3
1	2055984	2059482	3
1	2060784	2061312	3
1	2061656	2064530	3
1	2065802	2067632	3
1	2067843	2070198	3
1	2070404	2071799	3
1	2072065	2073337	3
1	2075332	2076730	3
1	2077582	2080180	3
1	2080805	2081777	3
1	2082042	2086968	3
1	2087337	2088630	3
1	2088741	2089725	3
1	2089905	2090310	3
1	2090368	2091958	3
1	2092601	2092934	3
1	2093169	2094567	3
1	2094632	2095979	3
1	2096585	2097503	3
1	2102572	2104150	3
1	2104220	2104574	3
1	2106954	2108574	3
1	2108737	2110141	3
1	2111648	2113043	3
1	2114093	2115482	3
1	2117862	2118678	3
1	2118747	2119209	3
1	2120304	2121615	3
1	2122165	2123449	3
1	2124234	2125827	3
1	2126281	2128564	3
1	2128604	2128934	3
1	2129680	2131219	3
1	2132250	2133903	3
1	2134157	2134859	3
1	2134883	2136464	3
1	2136909	2138241	3
1	2138425	2139256	3
1	2139282	2139498	3
1	2139717	2140611	3
1	2140693	2141770	3
1	2142200	2142539	3
1	2142638	2144831	3
1	2145396	2146539	3
1	2146926	2147445	3
1	2148317	2148767	3
1	2149688	2153888	3
1	2153954	2154935	3
1	2155956	2157804	3
1	2158654	2159836	3
1	2161356	2163093	3
1	2163428	2163878	3
1	2166007	2167420	3
1	2167568	2168384	3
1	2169695	2172578	3
1	2172938	2173748	3
1	2174081	2174675	2
1	2174941	2175363	3
1	2175533	2178041	3
1	2178867	2179779	3
1	2180945	2182799	3
1	2183214	2185005	3
1	2189029	2192563	3
1	2195271	2196822	3
1	2196987	2198679	3
1	2199782	2201522	3
1	2202126	2202975	3
1	2203462	2203972	3
1	2205460	2207278	3
1	2208541	2209027	2
1	2209375	2211919	3
1	2212263	2212629	2
1	2213969	2216135	3
1	2216360	2217212	3
1	2217843	2220072	3
1	2230402	2232757	3
1	2236245	2237166	3
1	2239041	2239755	3
1	2240082	2242266	3
1	2245298	2246129	3
1	2246378	2248130	3
1	2249407	2252335	3
1	2255502	2256717	3
1	2259257	2263580	3
1	2263979	2264711	3
1	2264989	2265808	3
1	2266207	2266927	3
1	2267311	2268271	3
1	2268534	2269221	3
1	2271399	2274237	2
1	2276259	2278743	3
1	2279972	2281004	3
1	2282221	2283283	3
1	2283310	2284648	3
1	2285483	2287034	3
1	2287137	2289441	3
1	2292857	2294669	3
1	2296799	2298995	3
1	2299894	2300212	3
1	2301146	2301896	3
1	2304068	2305028	3
1	2305154	2307086	3
1	2308994	2310500	3
1	2311137	2313648	3
1	2315102	2316221	3
1	2316583	2317813	3
1	2318201	2319209	3
1	2319688	2321212	3
1	2321498	2323367	3
1	2323931	2324453	3
1	2325500	2326046	3
1	2327280	2329131	3
1	2330113	2330710	3
1	2330851	2332411	3
1	2332803	2335641	2
1	2337549	2339439	3
1	2340439	2342245	3
1	2344171	2344501	2
1	2349805	2351596	3
1	2352464	2353901	3
1	2354070	2356800	3
1	2357217	2359116	3
1	2360938	2362291	3
1	2362523	2363237	3
1	2364212	2369207	3
1	2369622	2373397	3
1	2373906	2374878	3
1	2374928	2375831	3
1	2376076	2377636	3
1	2378688	2380479	3
1	2381412	2383284	3
1	2383421	2384576	3
1	2386242	2386703	3
1	2386720	2388166	3
1	2388396	2389047	3
1	2389135	2389591	3
1	2390628	2393106	3
1	2393474	2395103	3
1	2396749	2398237	3
1	2398463	2399429	3
1	2399588	2401076	3
1	2403459	2404251	3
1	2404311	2405646	3
1	2406834	2407242	3
1	2407717	2409010	3
1	2409012	2409846	3
1	2410848	2412303	3
1	2412525	2414076	3
1	2414146	2415460	3
1	2415774	2416490	3
1	2416731	2418210	2
1	2418400	2419163	3
1	2419610	2421626	3
1	2423222	2423753	3
1	2424021	2425581	3
1	2426351	2426756	3
1	2427067	2428255	3
1	2429969	2432006	3
1	2432646	2433426	3
1	2433983	2434172	3
1	2434510	2435486	3
1	2435731	2436490	3
1	2438056	2440171	3
1	2441888	2442971	3
1	2443285	2444914	3
1	2445466	2446000	3
1	2446101	2446473	3
1	2446813	2447839	3
1	2448570	2449269	3
1	2449577	2451044	3
1	2451372	2452065	3
1	2452100	2452403	3
1	2452924	2454235	3
1	2454868	2455633	3
1	2456984	2464637	3
1	2464979	2466881	3
1	2468079	2469486	3
1	2469708	2470269	3
1	2470410	2471229	3
1	2472571	2473465	2
1	2473806	2473941	3
1	2475445	2476081	3
1	2476658	2477747	3
1	2477967	2479074	3
1	2479084	2480827	3
1	2481348	2483355	3
1	2485118	2485428	3
1	2486991	2487297	3
1	2487813	2489682	3
1	2489749	2491225	3
1	2492334	2492598	3
1	2492861	2495039	3
1	2495590	2496391	3
1	2496925	2497657	3
1	2497785	2501832	3
1	2503465	2503804	3
1	2504034	2505108	3
1	2506059	2508003	3
1	2508112	2511814	3
1	2513461	2514616	3
1	2517428	2518211	3
1	2522232	2523867	3
1	2524643	2526899	3
1	2528378	2529182	3
1	2529468	2530416	3
1	2531202	2531787	3
1	2532305	2533463	3
1	2534055	2537928	3
1	2538442	2539000	3
1	2539191	2540280	3
1	2540441	2541052	3
1	2541280	2541655	3
1	2542174	2547304	3
1	2547616	2548261	3
1	2548324	2549842	3
1	2550019	2550910	3
1	2550974	2552126	3
1	2552574	2553426	3
1	2554158	2554629	3
1	2555722	2557426	3
1	2558238	2559033	3
1	2559108	2559327	3
1	2560902	2562318	3
1	2562561	2563638	3
1	2564633	2565422	3
1	2568084	2568450	3
1	2568685	2572048	3
1	2572481	2573663	3
1	2574665	2576582	3
1	2576808	2577432	3
1	2578006	2580928	3
1	2584052	2584724	3
1	2584791	2585226	3
1	2585500	2587933	3
1	2593186	2594626	3
1	2595220	2598880	3
1	2600114	2601773	3
1	2602120	2602540	3
1	2603041	2604067	3
1	2604247	2605468	3
1	2605722	2606967	3
1	2607297	2608518	3
1	2610678	2613741	3
1	2613983	2615726	3
1	2616917	2617937	3
1	2618149	2618401	2
1	2619021	2620410	3
1	2620857	2621367	3
1	2623917	2624400	3
1	2624651	2626028	3
1	2626513	2629225	3
1	2632862	2634251	3
1	2634433	2634862	3
1	2635305	2638161	3
1	2638269	2638986	3
1	2639140	2641018	3
1	2641809	2643399	3
1	2643536	2644889	3
1	2645320	2647321	3
1	2647735	2648113	3
1	2648543	2650739	3
1	2650826	2653223	3
1	2653554	2654040	3
1	2654124	2654799	3
1	2655466	2655973	3
1	2656052	2657330	3
1	2657596	2658760	3
1	2659186	2661352	3
1	2661668	2664581	3
1	2664809	2666369	3
1	2666902	2668345	3
1	2669522	2672525	3
1	2672729	2674139	3
1	2674416	2676231	3
1	2677426	2678065	3
1	2678222	2679229	3
1	2679387	2680083	3
1	2680480	2682487	3
1	2685654	2686530	3
1	2687251	2687452	3
1	2687807	2689040	3
1	2689211	2690219	3
1	2690711	2693723	3
1	2693850	2694471	3
1	2695802	2696297	3
1	2696435	2697707	3
1	2698190	2699014	3
1	2699567	2699942	3
1	2700185	2703026	3
1	2704533	2707482	3
1	2707765	2708620	3
1	2708977	2716906	3
1	2719964	2720699	3
1	2720859	2721359	3
1	2723177	2727194	3
1	2729344	2733523	3
1	2734095	2736372	3
1	2736501	2737875	3
1	2738221	2738755	3
1	2738859	2741595	3
1	2741869	2742981	3
1	2743123	2744461	3
1	2744833	2746258	3
1	2746752	2747094	3
1	2747575	2749495	3
1	2749613	2750273	3
1	2752401	2756799	3
1	2756959	2757631	3
1	2758064	2758463	3
1	2758616	2759015	3
1	2759574	2761662	3
1	2761701	2764434	3
1	2764630	2766181	3
1	2766272	2766920	3
1	2767654	2769730	3
1	2770320	2771721	3
1	2772375	2772915	3
1	2774633	2775638	2
1	2776561	2779381	3
1	2779465	2781025	3
1	2781192	2782155	3
1	2782397	2785187	3
1	2785528	2786698	2
1	2787013	2788024	3
1	2789386	2789869	3
1	2790163	2791075	2
1	2791184	2792130	2
1	2792656	2796280	3
1	2797708	2798059	3
1	2799736	2799967	3
1	2800781	2801945	2
1	2802307	2802952	2
1	2803588	2805145	3
1	2805473	2807075	2
1	2807778	2809947	1
1	2811808	2811970	3
1	2812366	2813373	3
1	2813601	2815155	3
1	2815282	2815492	3
1	2815724	2819675	3
1	2819826	2825022	3
1	2827150	2829403	3
1	2831894	2835416	3
1	2835575	2836151	3
1	2836352	2838695	3
1	2839747	2840494	3
1	2840959	2843242	3
1	2843542	2844841	3
1	2848506	2849718	3
1	2854901	2855114	3
1	2856154	2859793	3
1	2861156	2866055	3
1	2866544	2868221	3
1	2868820	2869627	3
1	2874070	2875444	3
1	2875522	2879164	3
1	2879440	2880199	3
1	2880524	2881031	3
1	2881259	2882471	3
1	2883617	2886056	3
1	2887953	2889219	3
1	2891490	2892426	3
1	2893241	2893801	3
1	2894166	2895060	3
1	2895367	2895955	1
1	2896605	2898189	2
1	2898260	2901239	3
1	2902522	2904388	3
1	2904796	2906515	3
1	2907209	2908241	3
1	2911529	2913281	2
1	2913585	2914710	2
1	2914940	2916113	2
1	2916408	2917251	3
1	2917512	2919600	2
1	2919987	2922180	3
