CHR	START	END	POSCOLOR
1	465162	468609	3
1	468927	470214	2
1	470394	474300	3
1	474658	476104	2
1	476248	478270	3
1	478897	480907	3
1	481144	485162	3
1	488571	489940	3
1	490540	491620	3
1	494039	494960	2
1	497483	498693	3
1	502540	504588	3
1	504962	506269	3
1	506417	506813	3
1	507082	509379	3
1	509425	510478	3
1	510722	512044	3
1	512337	514156	3
1	514801	516440	3
1	517792	521392	3
1	521958	525942	3
1	528521	529357	3
1	529580	530364	3
1	531876	532238	2
1	533430	535476	3
1	535848	537336	3
1	537831	540980	3
1	541275	542086	3
1	542530	545023	3
1	545314	548518	3
1	548807	551430	3
1	551678	554210	3
1	555299	557443	3
1	557664	558194	3
1	558670	559431	3
1	560491	561679	3
1	561802	565743	3
1	566345	568557	3
1	569390	570691	3
1	570713	571331	3
1	572027	574718	3
1	575092	580247	3
1	580378	582725	3
1	582895	583863	3
1	583977	585233	3
1	585423	588748	3
1	588974	590306	3
1	590490	591544	3
1	591656	592976	3
1	593920	595291	3
1	595389	597196	3
1	597436	599009	3
1	599294	599678	3
1	600614	601853	3
1	602195	603881	2
1	605379	606368	2
1	607985	608619	3
1	608975	609445	3
1	610158	611733	3
1	611846	612502	3
1	612813	613222	3
1	613926	615253	3
1	615353	617537	3
1	618336	619850	3
1	620670	623179	3
1	623940	627600	2
1	628130	630490	3
1	630797	634042	3
1	635044	637245	3
1	637776	638809	3
1	640337	640993	3
1	642831	646260	3
1	646594	648720	3
1	648994	652607	3
1	652768	654584	3
1	655547	657062	3
1	657978	659565	3
1	660117	661317	3
1	661470	661997	3
1	662257	665270	2
1	665713	667270	2
1	667627	668043	2
1	668234	669449	2
1	669707	675329	3
1	676396	680311	3
1	680784	681847	3
1	682652	683859	3
1	686923	687727	3
1	688115	688673	3
1	689601	690700	2
1	691873	693330	3
1	693998	695016	3
1	695167	696194	2
1	696434	698230	3
1	698545	700957	3
1	701902	703623	3
1	704377	705010	3
1	705113	706010	3
1	706672	712839	3
1	712942	713565	3
1	713823	716140	3
1	716306	717488	3
1	717808	718987	3
1	719571	720463	3
1	720565	721878	3
1	722237	723135	3
1	724000	725080	3
1	725356	726850	3
1	730996	732649	3
1	733023	735001	3
1	735437	740002	3
1	741677	743653	3
1	744184	745485	3
1	745983	746914	3
1	746991	747970	3
1	748416	750199	3
1	750952	752461	3
1	753053	754843	3
1	755488	756800	3
1	757284	759429	3
1	759609	760638	3
1	761228	764251	3
1	764579	765859	3
1	765991	767223	3
1	767477	771926	3
1	772004	775338	3
1	775998	777027	3
1	778008	778778	3
1	778976	781458	3
1	782729	783242	3
1	785466	786022	3
1	788016	789083	3
1	789727	790106	2
1	790862	792851	3
1	793092	796914	3
1	797267	799001	3
1	799074	800928	3
1	801834	802822	3
1	803370	806500	3
1	806629	808079	3
1	809534	810328	3
1	812216	812938	2
1	813659	814100	2
1	814373	815945	3
1	816202	816933	3
1	817173	818187	3
1	818411	821015	2
1	821245	826091	2
1	826256	827621	3
1	828033	828873	3
1	829062	833000	3
1	833625	835618	3
1	836978	837468	3
1	837774	842127	3
1	842256	842986	2
1	843582	845383	3
1	845748	847691	3
1	848561	852220	2
1	855456	856622	2
1	857494	859718	3
1	860084	861484	2
1	862031	863657	2
1	865583	868455	3
1	869065	870056	2
1	870120	871091	3
1	871318	872687	3
1	872758	874140	3
1	874983	877529	2
1	877922	879310	2
1	880417	883665	3
1	883846	885192	3
1	885340	886006	3
1	886209	891417	3
1	891658	893400	3
1	894104	895240	3
1	895485	896307	3
1	896523	897474	3
1	897747	898480	3
1	898869	900197	3
1	900280	901481	3
1	901964	904316	3
1	904539	905594	3
1	905903	907479	3
1	908302	909607	3
1	909757	911655	3
1	912010	913110	3
1	914391	916005	3
1	916862	918538	2
1	918870	920939	2
1	923367	928572	3
1	928882	930286	3
1	930479	932642	3
1	932832	935045	3
1	935461	936249	3
1	936417	939609	3
1	942310	943094	3
1	943446	944664	3
1	944755	947187	3
1	947737	949655	3
1	951147	953083	3
1	953700	956456	2
1	957730	958116	2
1	958472	960088	2
1	960402	965385	3
1	969321	969712	2
1	972288	973292	2
1	977139	977795	2
1	978022	981009	2
1	981501	982805	2
1	983486	985708	2
1	986420	987445	2
1	988512	988728	2
1	988982	989344	2
1	990297	991143	2
1	992680	993344	2
1	994192	996950	2
1	996981	998366	2
1	999727	1001698	2
1	1001982	1002620	2
1	1004402	1005094	3
1	1006845	1012072	3
1	1012151	1013841	2
1	1014137	1015040	3
1	1015461	1019189	3
1	1019437	1021864	3
1	1022094	1024835	3
1	1026295	1027739	3
1	1027998	1030429	3
1	1030458	1031601	3
1	1031777	1033482	3
1	1033939	1036850	3
1	1037391	1037908	3
1	1038040	1039781	3
1	1040372	1042329	3
1	1043269	1045032	3
1	1045240	1046318	3
1	1047227	1048742	3
1	1050471	1051322	3
1	1051435	1053159	3
1	1053741	1058486	3
1	1059160	1060949	3
1	1061807	1063875	3
1	1064035	1067166	3
1	1067317	1070103	3
1	1071050	1073410	2
1	1074733	1076164	2
1	1076717	1077966	3
1	1078251	1081100	3
1	1081351	1083119	3
1	1083596	1084152	3
1	1085133	1087389	3
1	1087705	1089148	3
1	1089506	1091409	3
1	1091499	1094208	3
1	1094551	1096292	3
1	1097023	1098561	3
1	1099415	1100808	3
1	1101548	1101907	3
1	1102102	1102999	3
1	1103303	1107201	3
1	1108127	1109003	3
1	1109330	1111084	3
1	1111226	1112489	2
1	1112839	1115306	2
1	1115600	1117697	2
1	1117839	1119237	3
1	1119379	1121402	3
1	1121697	1122435	2
1	1122587	1126496	3
1	1127637	1130147	3
1	1131170	1132633	3
1	1132865	1133824	3
1	1133991	1136899	3
1	1137382	1137976	3
1	1138325	1139364	3
1	1139489	1143622	3
1	1143945	1145373	3
1	1145588	1147489	3
1	1149283	1150665	3
1	1151185	1152962	3
1	1154041	1154279	3
1	1156533	1159572	3
1	1159942	1160870	3
1	1161206	1163034	3
1	1163416	1164632	3
1	1166229	1167862	3
1	1168212	1169591	3
1	1169919	1171718	3
1	1171992	1174441	3
1	1175046	1175908	3
1	1176434	1177035	3
1	1177476	1179748	3
1	1181485	1183399	3
1	1185542	1187034	3
1	1188280	1189620	3
1	1189788	1190964	3
1	1191563	1192927	3
1	1193282	1195417	3
1	1196322	1198508	3
1	1200160	1200780	3
1	1202186	1206890	2
1	1208490	1208918	3
1	1209298	1210066	3
1	1210143	1211233	3
1	1211485	1213557	3
1	1213727	1214931	3
1	1215338	1215998	3
1	1216141	1216803	2
1	1217453	1218871	3
1	1219059	1219535	3
1	1220030	1221102	3
1	1221628	1224279	2
1	1226325	1228049	3
1	1228195	1229333	3
1	1229801	1231393	2
1	1231777	1233677	3
1	1236920	1238108	3
1	1239057	1240415	3
1	1241054	1242310	3
1	1243061	1244435	3
1	1244706	1246929	3
1	1247489	1248850	3
1	1249276	1249918	3
1	1250142	1252052	3
1	1252339	1254028	3
1	1254387	1254759	3
1	1255010	1256764	3
1	1257085	1257948	3
1	1258036	1260228	3
1	1261646	1264848	3
1	1266446	1268179	3
1	1268485	1269061	3
1	1269441	1271284	3
1	1271540	1274137	3
1	1275192	1277796	2
1	1278495	1279867	3
1	1280321	1282386	3
1	1282739	1284159	3
1	1285083	1285553	3
1	1286499	1287707	3
1	1287971	1289621	3
1	1290047	1292435	3
1	1292725	1294753	3
1	1295275	1296854	3
1	1297275	1300025	3
1	1300211	1301823	3
1	1302070	1302475	3
1	1303220	1304768	3
1	1305541	1307282	3
1	1307420	1308897	3
1	1309099	1311873	3
1	1312723	1314051	3
1	1314537	1315888	3
1	1316518	1317483	2
1	1318465	1320333	3
1	1321625	1322817	3
1	1323696	1324125	3
1	1325019	1330277	3
1	1330632	1332835	3
1	1333191	1336809	3
1	1337473	1338506	3
1	1339127	1340819	3
1	1341235	1343474	3
1	1344088	1345196	3
1	1345838	1348215	3
1	1348500	1351026	3
1	1351745	1353488	3
1	1354041	1354359	3
1	1354816	1358610	3
1	1360391	1361332	3
1	1362111	1364023	3
1	1364326	1365050	3
1	1365311	1366285	3
1	1366908	1367295	3
1	1368805	1370802	3
1	1371148	1371590	3
1	1372148	1374367	3
1	1377542	1379819	3
1	1380550	1382373	3
1	1383090	1384905	3
1	1385673	1386513	3
1	1386638	1388404	3
1	1389394	1396431	2
1	1397883	1402235	3
1	1402749	1406925	3
1	1409074	1410401	2
1	1410487	1411789	2
1	1414395	1417894	3
1	1418396	1420779	2
1	1422482	1424452	2
1	1426454	1429229	3
1	1429757	1431578	3
1	1431997	1433493	3
1	1434374	1436338	3
1	1436860	1437305	3
1	1440411	1442821	3
1	1444616	1445701	3
1	1447678	1449243	3
1	1449369	1450585	3
1	1451542	1452544	3
1	1453598	1455611	3
1	1456511	1458987	3
1	1459495	1462763	3
1	1462860	1464295	3
1	1465110	1466214	3
1	1466942	1468727	3
1	1468945	1470619	3
1	1470960	1473452	3
1	1474349	1477541	3
1	1477712	1478228	3
1	1479375	1482187	3
1	1483470	1486076	3
1	1486724	1488015	3
1	1489342	1490009	3
1	1490765	1491945	3
1	1492253	1495182	3
1	1496107	1497710	3
1	1498616	1499574	3
1	1500278	1503648	3
1	1505038	1505904	3
1	1506249	1507297	3
1	1507858	1508394	3
1	1508887	1509614	3
1	1511999	1512725	3
1	1515934	1516978	3
1	1517228	1520274	3
1	1521075	1522449	3
1	1522889	1523933	3
1	1524144	1525497	3
1	1525902	1528108	3
1	1529448	1530958	3
1	1531500	1532993	3
1	1534560	1536620	2
1	1538819	1540757	2
1	1541416	1544071	3
1	1544410	1546235	3
1	1546730	1548198	3
1	1548450	1550026	3
1	1550415	1551496	2
1	1551878	1553789	3
1	1554207	1555647	2
1	1557137	1559652	2
1	1559767	1561587	3
1	1561778	1562585	3
1	1562696	1566500	3
1	1567198	1568317	3
1	1569341	1571912	3
1	1572103	1573782	3
1	1574074	1577098	3
1	1577215	1578041	2
1	1578324	1579520	2
1	1579608	1580264	2
1	1580562	1582750	2
1	1582930	1584456	2
1	1584890	1592226	3
1	1592661	1593828	3
1	1594083	1595570	3
1	1595676	1598729	3
1	1599268	1600391	3
1	1600866	1606646	3
1	1607469	1608319	3
1	1609522	1611824	3
1	1612007	1612383	3
1	1612960	1617273	3
1	1617885	1619662	3
1	1620411	1632334	3
1	1632782	1633611	3
1	1633887	1638451	3
1	1638634	1640894	3
1	1641791	1646163	3
1	1647388	1649755	3
1	1650152	1651768	3
1	1652534	1654867	3
1	1655251	1655909	3
1	1656742	1657694	3
1	1658273	1662312	3
1	1663049	1663378	3
1	1664118	1675516	3
1	1675863	1678769	3
1	1679064	1680485	3
1	1680613	1682171	2
1	1682373	1685547	3
1	1685759	1686253	3
1	1686511	1687873	3
1	1688096	1690677	3
1	1691189	1694227	3
1	1694358	1697782	3
1	1698242	1699198	3
1	1701094	1704053	3
1	1705238	1705727	3
1	1706552	1706977	2
1	1707616	1708731	3
1	1708980	1709762	3
1	1710451	1712659	3
1	1712780	1713216	2
1	1713342	1716027	2
1	1716164	1718771	2
1	1718895	1720152	3
1	1720879	1722397	3
1	1723251	1725603	3
1	1725973	1728795	3
1	1729591	1734337	3
1	1734799	1736980	3
1	1737476	1738910	3
1	1740517	1741269	3
1	1742127	1743591	3
1	1743984	1746660	3
1	1746912	1747882	3
1	1748545	1749797	3
1	1750410	1752237	3
1	1753953	1755686	3
1	1756413	1757336	3
1	1759187	1760610	3
1	1762204	1763512	3
1	1764782	1765484	3
1	1765895	1767548	3
1	1767823	1771247	3
1	1772867	1778245	2
1	1779416	1782110	2
1	1783939	1786365	3
1	1786584	1787708	3
1	1788071	1792769	3
1	1792921	1793738	3
1	1794190	1795860	3
1	1796117	1797637	3
1	1797834	1799620	3
1	1800090	1801703	3
1	1802831	1805953	3
1	1806986	1809609	3
1	1809697	1811599	3
1	1811918	1816684	3
1	1818180	1819451	3
1	1819917	1822363	3
1	1822786	1827321	2
1	1829979	1831930	3
1	1832465	1834611	3
1	1835848	1836445	3
1	1836969	1839114	3
1	1839820	1840530	3
1	1841560	1845573	3
1	1846340	1848032	3
1	1848339	1849838	3
1	1850046	1851083	3
1	1852006	1853496	3
1	1853657	1855193	3
1	1855527	1857583	3
1	1858681	1859167	3
1	1860648	1862073	3
1	1862291	1863973	3
1	1864229	1865423	3
1	1866028	1866343	3
1	1866812	1867596	3
1	1868981	1870641	3
1	1870899	1873733	3
1	1874170	1876724	3
1	1876936	1878455	2
1	1879123	1881158	3
1	1881461	1882209	3
1	1882445	1883848	3
1	1884012	1886848	3
1	1887237	1888563	3
1	1889493	1891561	3
1	1893210	1894985	3
1	1895731	1898168	3
1	1899153	1899807	3
1	1901528	1907592	3
1	1909286	1910521	3
1	1915810	1917709	3
1	1918260	1919577	3
1	1919718	1921899	3
1	1922251	1925599	3
1	1926095	1928782	3
1	1930980	1931996	2
1	1932769	1934474	2
1	1934784	1940335	3
1	1941303	1943384	3
1	1943743	1945619	3
1	1946118	1948089	3
1	1948328	1950322	3
1	1953607	1957239	3
1	1957604	1959914	3
1	1960277	1962177	3
1	1962554	1963949	3
1	1966843	1968708	3
1	1969179	1970123	3
1	1971684	1972391	3
1	1972876	1974492	3
1	1974599	1977345	3
1	1977650	1979859	3
1	1980249	1982695	3
1	1982903	1983959	3
1	1984122	1988732	3
1	1991620	1995115	2
1	1995542	1997246	3
1	1997729	1999911	3
1	2000424	2001146	3
1	2001340	2003225	3
1	2003338	2005202	3
1	2005257	2008201	3
1	2008527	2009452	3
1	2011891	2014266	3
1	2016266	2017451	3
1	2018002	2020201	3
1	2021391	2025211	3
1	2026684	2027378	3
1	2027758	2029371	3
1	2029986	2031021	3
1	2031338	2033154	3
1	2033869	2035553	3
1	2038172	2039559	3
1	2040200	2045592	3
1	2047913	2051538	3
1	2052480	2052996	3
1	2053260	2055656	3
1	2056147	2056557	3
1	2056875	2059656	3
1	2060191	2061628	3
1	2062191	2063309	3
1	2063829	2065322	3
1	2065813	2066571	3
1	2072997	2075008	2
1	2076571	2077829	2
1	2079384	2080892	3
1	2081275	2082633	3
1	2087807	2094461	3
1	2094928	2096127	3
1	2096470	2097406	3
1	2098072	2099353	3
1	2101464	2106512	3
1	2108175	2110606	3
1	2112273	2112663	3
1	2114990	2117512	3
1	2118417	2119369	2
1	2120134	2121477	2
1	2122272	2123075	3
1	2123354	2126719	3
1	2127025	2128643	3
1	2128996	2131387	3
1	2132876	2138345	3
1	2138558	2139105	2
1	2139659	2141679	3
1	2142566	2144402	3
1	2145035	2146547	3
1	2146950	2150760	2
1	2155126	2158718	2
1	2161174	2163312	3
1	2163835	2164644	3
1	2165262	2167314	3
1	2168076	2169422	3
1	2171168	2171815	3
1	2172075	2173158	3
1	2173904	2174639	2
1	2177513	2179126	3
1	2179312	2185060	3
1	2186132	2186832	3
1	2190385	2191787	3
1	2192006	2194288	3
1	2195186	2195767	3
1	2195967	2199167	3
1	2200237	2201246	3
1	2202249	2205400	3
1	2206154	2207429	3
1	2208125	2209169	3
1	2210291	2211403	2
1	2213143	2214434	2
1	2215002	2217823	2
1	2218134	2219363	3
1	2219923	2222480	3
1	2222785	2223293	3
1	2223883	2225043	3
1	2225435	2226016	3
1	2226259	2229079	3
1	2229865	2231359	3
1	2232271	2234195	2
1	2235518	2237450	3
1	2238389	2239671	3
1	2239800	2241376	3
1	2242086	2244517	3
1	2244802	2248245	3
1	2250126	2250623	2
1	2251269	2252869	3
1	2253126	2254143	3
1	2254854	2256139	3
1	2256868	2258263	3
1	2258880	2259890	3
1	2260510	2263899	3
1	2264307	2266895	2
1	2267710	2268085	2
1	2269050	2271251	2
1	2271825	2272343	2
1	2272663	2273323	2
1	2274476	2274798	2
1	2275585	2277688	2
1	2279600	2282088	2
1	2282790	2284382	2
1	2285582	2285981	2
2	19	497	2
2	1209	1574	2
2	2793	3901	2
2	5450	5889	3
2	6716	7972	3
2	8135	10375	3
2	10749	17219	3
2	17450	19006	3
2	19645	20694	2
2	21825	22811	2
2	23206	27195	3
2	27411	28416	3
2	29612	31026	3
2	31609	36801	3
2	37021	39466	3
2	40206	42505	3
2	43654	44778	3
2	45237	46548	2
2	47280	49260	2
2	49580	51036	2
2	51786	53549	3
2	53669	54625	2
2	56179	56662	2
2	57198	59043	2
2	60944	61376	2
2	62104	63479	3
2	64976	66794	3
2	67748	69792	3
2	70122	71200	3
2	71432	72900	3
2	73192	73832	3
2	74261	77097	3
2	77281	78747	3
2	79545	80838	3
2	81853	83672	3
2	84278	88791	3
2	89663	90954	3
2	91242	94429	2
2	96613	97133	3
2	98929	103010	3
2	104196	105506	3
2	106089	107785	3
2	109096	110797	3
2	111629	114314	3
2	115137	116536	3
2	117705	119162	3
2	120809	122911	2
2	124962	126096	2
2	127225	128173	2
2	128926	131669	2
2	131934	135847	3
2	136130	139438	3
2	140528	142223	3
2	144083	146578	3
2	147292	148402	2
2	150655	152500	2
2	153875	155913	2
2	157103	157661	3
2	158164	158742	3
2	160508	161097	2
2	161808	164131	3
2	164277	164984	3
2	165535	166814	3
2	167005	169567	3
2	169853	173331	3
2	174291	177230	3
2	178075	180506	3
2	180984	183756	3
2	184453	184756	2
2	185065	192509	3
2	192819	193180	3
2	193369	194925	3
2	195268	201675	3
2	202070	204776	3
2	206337	207696	3
2	208342	208824	3
2	209219	212780	3
2	213892	216968	3
2	218401	218865	3
2	219650	222321	3
2	222633	224542	3
2	224908	227079	3
2	227370	228386	3
2	229363	230975	3
2	231157	233770	3
2	234244	235070	3
2	235879	239540	3
2	239935	240948	3
2	241167	242396	3
2	242826	243838	3
2	243973	244790	3
2	245081	246048	2
2	246390	249175	3
2	249449	250053	3
2	250396	251562	3
2	251901	252658	3
2	254746	258383	3
2	258487	259863	3
2	260611	261463	3
2	262150	263310	2
2	264266	265010	2
2	265626	266796	2
2	267919	270022	2
2	271381	272482	2
2	274227	274500	2
2	281245	281900	2
2	282502	282775	2
2	283596	287273	2
2	288050	289920	3
2	290219	294055	2
2	294633	296233	3
2	296391	298911	2
2	299136	304123	3
2	304417	309697	3
2	310534	312726	3
2	313706	315539	3
2	315702	316855	3
2	317181	319004	3
2	319324	323590	3
2	323769	325614	3
2	325863	328943	3
2	329044	329981	3
2	330205	331854	3
2	332246	338379	2
2	338693	340588	3
2	340709	342145	3
2	342477	343725	3
2	344147	348334	3
2	351125	352602	3
2	352892	354246	3
2	354387	356115	3
2	356281	360708	2
2	361551	362265	2
2	362715	370136	2
2	371265	372614	2
2	372751	374797	3
2	375001	378297	3
2	378583	383069	2
2	383444	384097	2
2	384432	386892	2
2	387115	389643	3
2	389885	390623	3
2	391109	392244	3
2	392644	393255	3
2	393385	396366	3
2	396624	398121	3
2	398263	399645	2
2	400429	401111	3
2	402438	405627	3
2	405960	408841	3
2	409493	410510	3
2	411503	412076	3
2	412683	414210	3
2	414485	414953	2
2	415458	417307	3
2	417808	418970	3
2	419599	420384	2
2	423530	425546	2
2	426227	430052	3
2	430170	431251	3
2	431567	432592	3
2	433342	439209	3
2	439425	440479	3
2	441134	441395	3
2	442008	443244	3
2	443465	444197	3
2	444278	447039	3
2	447950	451583	3
2	452289	458601	3
2	459206	459542	3
2	459927	464674	3
2	465104	466097	3
2	466409	469507	3
2	469782	471368	3
2	471789	472250	3
2	472813	473545	3
2	474305	476456	3
2	477052	478936	3
2	479278	482198	3
2	482415	484747	3
2	485290	486029	3
2	486648	487500	3
2	487963	491827	3
2	492258	495774	3
2	496024	497313	2
2	497506	498464	2
2	498758	500541	2
2	501749	505146	2
2	506072	508338	3
2	508505	510312	3
2	512979	514231	3
2	514539	516287	3
2	517129	517542	3
2	519063	521933	3
2	522475	525065	3
2	525260	526002	3
2	526328	527344	3
2	527888	530752	3
2	531151	532440	3
2	532832	533699	3
2	533772	535221	3
2	535747	536509	3
2	538115	540467	2
2	541203	545224	3
2	545517	547332	3
2	547559	548957	3
2	549411	549976	3
2	550197	551962	3
2	552217	554015	3
2	554482	557248	2
2	557443	560930	3
2	561226	562869	3
2	563165	566686	2
2	567434	568991	3
2	569255	574360	3
2	574689	575573	3
2	575697	576323	2
2	576857	577031	3
2	577803	578782	3
2	579994	581254	3
2	582887	585017	3
2	585461	586673	3
2	587484	590558	3
2	591298	594726	2
2	596087	597862	3
2	598095	599886	3
2	600134	602720	3
2	603347	603971	2
2	604914	607619	3
2	608068	609583	3
2	611064	612083	3
2	612578	613593	3
2	614133	616710	3
2	617365	619659	3
2	619869	620945	3
2	621810	622771	3
2	622961	624820	3
2	625354	628025	3
2	628333	630686	2
2	630809	632046	3
2	632367	635690	3
2	638233	642296	2
2	642504	643226	3
2	643553	646390	3
2	646487	647100	3
2	647813	649783	3
2	650834	651898	3
2	653370	656596	3
2	656881	659085	2
2	659467	662321	3
2	662793	666333	3
2	667219	668378	3
2	668956	669766	3
2	670146	671151	3
2	672325	673451	3
2	673810	677511	3
2	678293	679905	3
2	680182	680908	3
2	681855	684630	3
2	685182	686316	3
2	686628	687348	3
2	687876	696694	3
2	696966	700150	3
2	700873	702460	3
2	702858	704865	3
2	705181	707173	3
2	707323	708476	3
2	708943	710046	3
2	711065	712480	3
2	712810	717411	2
2	718242	723400	3
2	723953	724484	3
2	724738	725130	3
2	725817	726195	3
2	727557	730598	3
2	730719	734395	3
2	734735	737660	3
2	738055	745012	3
2	745875	746922	3
2	747827	751115	3
2	751387	752187	2
2	755361	760187	3
2	761021	764827	3
2	765733	767832	3
2	768101	768532	3
2	769392	771321	3
2	772828	774784	3
2	778472	781519	3
2	783874	786797	3
2	787148	788904	3
2	789021	791243	3
2	792185	793007	3
2	793652	795789	3
2	795889	797310	2
2	797794	798440	3
2	799117	802088	3
2	803136	804023	3
2	805194	806627	3
2	806775	808974	3
2	809750	813025	3
2	814341	816139	3
2	816597	818384	3
2	819084	820558	3
2	820766	821681	3
2	821959	823410	3
2	823859	827411	2
2	827657	829418	3
2	829824	830338	3
2	830388	832005	3
2	832154	833484	3
2	833609	835095	2
2	836677	837562	2
2	840982	841525	2
2	842584	844113	2
2	844380	844624	2
2	845800	846168	2
2	846435	849422	2
2	849914	851218	2
2	852949	859840	2
2	860143	863762	2
2	864869	868810	2
2	870111	878110	2
2	880128	883527	2
2	883633	884358	2
2	888530	889315	2
2	889467	890900	2
2	893050	894823	2
2	895241	896745	3
2	897662	899303	3
2	899816	901914	3
2	902650	904845	3
2	905043	905700	3
2	906034	908066	3
2	909284	910649	3
2	911693	912262	3
2	912617	913139	3
2	913735	914981	3
2	915489	916412	3
2	916952	918009	3
2	918190	922308	3
2	922747	924259	3
2	924511	927590	3
2	927803	931104	3
2	932126	933427	3
2	933585	934284	3
2	935141	936568	3
2	938104	939088	3
2	942154	943958	3
2	944583	947744	3
2	948855	950816	3
2	951416	953473	3
2	953904	955387	3
2	956250	956866	3
2	957113	958836	3
2	959563	960876	3
2	961621	962767	3
2	963214	963718	3
2	965820	968093	3
2	969350	970491	3
2	971504	973837	3
2	974362	977393	3
2	977687	978926	3
2	981170	984021	3
2	985087	987202	3
2	987380	991236	3
2	991424	994794	2
2	995081	997036	3
2	997413	999620	3
2	1000022	1000931	3
2	1001887	1003264	3
2	1004299	1007393	3
2	1007656	1011181	2
2	1011830	1013619	3
2	1013778	1014699	2
2	1015694	1016573	3
2	1016949	1018914	3
2	1018973	1020357	3
2	1021187	1022850	2
2	1023743	1024638	3
2	1025019	1026188	2
2	1026964	1029520	3
2	1034607	1035183	3
2	1035430	1036497	3
2	1036695	1038234	3
2	1038697	1040427	3
2	1040685	1042194	3
2	1042531	1044425	3
2	1045313	1046042	3
2	1046315	1047528	3
2	1047785	1048164	3
2	1049104	1050169	2
2	1050280	1052307	2
2	1052950	1053665	3
2	1053915	1057038	3
2	1057874	1058668	3
2	1060822	1062590	3
2	1063022	1064739	3
2	1065419	1066208	3
2	1068577	1070406	3
2	1070876	1072356	3
2	1072449	1074927	3
2	1075266	1082118	3
2	1082422	1085058	3
2	1086928	1088220	3
2	1088974	1089544	3
2	1090957	1094760	2
2	1095177	1096444	3
2	1096840	1099231	3
2	1099501	1100157	3
2	1100509	1104609	3
2	1105520	1107477	3
2	1107674	1109212	3
2	1109515	1111488	3
2	1111749	1112238	3
2	1112832	1115675	3
2	1118739	1121257	2
2	1123232	1123597	2
2	1124273	1124768	3
2	1127743	1128848	3
2	1128906	1129888	3
